"FIPS","Year","Alzheimers Deaths","Population","STATE","COUNTY","PM2_5GE_Threshold","PM2_5GT35LE50","PM2_5GT50","Poverty Percent, All Ages","% Smokers","% Excessive Drinking","% African American","% Asian","% Hispanic","% Age < 18","% Age 65 and over","% Obese","% Unemployed","% Uninsured","Median Household Income","% Rural","PM2_5GE_ThresholdLastYear","PM2_5GE_ThresholdLast2Year","PM2_5GE_ThresholdLast3Year","PM2_5GE_ThresholdLast4Year","PM2_5GE_ThresholdLast5Year","PM2_5GT35LE50LastYear","PM2_5GT35LE50Last2Year","PM2_5GT35LE50Last3Year","PM2_5GT35LE50Last4Year","PM2_5GT35LE50Last5Year","PM2_5GT50LastYear","PM2_5GT50Last2Year","PM2_5GT50Last3Year","PM2_5GT50Last4Year","PM2_5GT50Last5Year"
6055,2015,64,142456,"California","Napa",1,1,0,10.1,8.5,23.7,1.909838519,7.747673275,33.35589983,22.29095107,16.45881733,24.1,6.251276813,18.38018305,68619,13.40083819,0,1,1,3,3,0,1,1,3,3,0,0,0,0,0
6055,2016,59,142166,"California","Napa",0,0,0,7.9,11.2,18.3,1.955995398,8.119745601,33.67615606,21.80041929,16.81548985,24.3,5.57663997,17.61676668,71063,13.40083819,1,1,2,2,4,1,1,2,2,4,0,0,0,0,0
6055,2017,68,140973,"California","Napa",13,5,8,6.8,11.7169912,19.12515092,1.976750716,8.347138766,33.90380188,21.52313697,17.42362554,23.7,4.604559075,12.53742025,72683,13.40083819,0,1,1,2,2,0,1,1,2,2,0,0,0,0,0
6055,2018,81,139417,"California","Napa",12,3,9,8.8,10.90926044,20.07742855,2.032834855,8.535092779,33.93708763,21.27934949,18.08238257,23.2,4.258709449,8.488951,73112,13.40083819,13,13,14,14,15,5,5,6,6,7,8,8,8,8,8
6055,2019,88,137744,"California","Napa",0,0,0,7.4,10.90926044,20.07742855,2.021663723,8.698828854,34.27890447,21.03026821,18.38649954,21.6,3.656274958,7.221660586,83881,13.40083819,12,25,25,26,26,3,8,8,9,9,9,17,17,17,17
6057,2015,68,98877,"California","Nevada",0,0,0,12.4,14.1,17.1,0.436863544,1.372708758,9.023421589,17.92668024,22.49185336,17.8,7.749040413,16.70369015,55246,42.13478595,2,3,3,3,3,1,2,2,2,2,1,1,1,1,1
6057,2016,47,99107,"California","Nevada",0,0,0,10.9,11.7,18.2,0.46211562,1.446007301,9.158383303,17.77881144,23.43846379,20,6.581639043,17.3980382,57118,42.13478595,0,2,3,3,3,0,1,2,2,2,0,1,1,1,1
6057,2017,39,99814,"California","Nevada",1,0,1,11,11.95747093,19.01084894,0.485451622,1.472536586,9.342921003,17.6259393,24.47586395,21.1,5.457848237,11.71391376,57627,42.13478595,0,0,2,3,3,0,0,1,2,2,0,0,1,1,1
6057,2018,40,99696,"California","Nevada",12,7,5,10.3,11.800872,19.09389128,0.439928562,1.365191157,9.452410022,17.5022955,25.47953222,21.1,4.748136062,8.097078749,60501,42.13478595,1,1,1,3,4,0,0,0,1,2,1,1,1,2,2
6057,2019,61,99755,"California","Nevada",0,0,0,9.4,11.800872,19.09389128,0.471877693,1.378564129,9.456589256,17.33624542,26.52032781,20.3,4.106126308,6.881919321,64901,42.13478595,12,13,13,13,15,7,7,7,7,8,5,6,6,6,7
6059,2015,1444,3169776,"California","Orange",5,5,0,12.7,10.9,17.2,1.574222401,19.18517527,34.22776985,23.34397114,12.75268811,20.7,6.229557654,19.33053728,73827,0.143344433,6,7,10,13,14,6,7,9,12,13,0,0,1,1,1
6059,2016,1429,3172532,"California","Orange",2,2,0,11.1,11.1,19.5,1.600119535,19.64444614,34.34480522,22.95245771,13.14875307,19.8,5.486270045,18.82232023,76061,0.143344433,5,11,12,15,18,5,11,12,14,17,0,0,0,1,1
6059,2017,1427,3190400,"California","Orange",8,6,2,11.5,10.27058097,17.65069624,1.61888411,20.08776015,34.35750665,22.59317378,13.57972929,19.7,4.477383911,13.37086723,78002,0.143344433,2,7,13,14,17,2,7,13,14,16,0,0,0,0,1
6059,2018,1492,3185968,"California","Orange",6,4,2,10.5,9.995160764,16.97840905,1.602442466,20.40130722,34.25311392,22.46281519,13.96301125,19.2,4.015611865,10.02997636,81642,0.143344433,8,10,15,21,22,6,8,13,19,20,2,2,2,2,2
6059,2019,1474,3175692,"California","Orange",1,1,0,9.5,9.995160764,16.97840905,1.624279087,21.01253761,34.22414117,22.12885532,14.30005642,19.5,3.498024497,8.193524887,86031,0.143344433,6,14,16,21,27,4,10,12,17,23,2,4,4,4,4
6061,2015,216,375391,"California","Placer",1,0,1,8.6,8.1,16.4,1.453544563,6.795640728,13.36476917,23.30326782,17.22854599,22.5,7.598475506,12.78867161,73643,13.78719521,3,6,8,14,16,1,3,4,10,11,2,3,4,4,5
6061,2016,198,380531,"California","Placer",0,0,0,7.2,11.4,19.9,1.490204308,7.103423784,13.49846917,22.89759856,17.82084188,22.7,6.263245577,12.73922571,75689,13.78719521,1,4,7,9,15,0,1,3,4,10,1,3,4,5,5
6061,2017,249,386166,"California","Placer",0,0,0,7.8,10.13078658,17.62883677,1.560772634,7.295859517,13.76458146,22.63160278,18.46927604,21.7,5.044450431,8.774233566,76203,13.78719521,0,1,4,7,9,0,0,1,3,4,0,1,3,4,5
6061,2018,262,393149,"California","Placer",13,7,6,7.1,9.715204336,20.88014001,1.565706868,7.366811114,13.81411764,22.44232402,18.95745682,20.7,4.439464128,5.387854581,85326,13.78719521,0,0,1,4,7,0,0,0,1,3,0,0,1,3,4
6061,2019,250,398329,"California","Placer",0,0,0,6.6,9.715204336,20.88014001,1.595945785,7.689180301,14.04551411,22.33055215,19.10473734,20.2,3.844781494,4.548799424,81366,13.78719521,13,13,13,14,17,7,7,7,7,8,6,6,6,7,9
6065,2015,1017,2361026,"California","Riverside",1,1,0,16.2,14.6,17.5,6.030515937,6.657994937,46.9253529,26.8507359,12.83664565,25.9,10.26690125,22.51317507,53909,4.622310233,1,3,3,5,7,1,3,3,5,7,0,0,0,0,0
6065,2016,957,2387741,"California","Riverside",0,0,0,15.3,14.1,17.9,6.01823489,6.80577743,47.43844748,26.34536728,13.19172393,25.5,8.248887411,21.89353917,56877,4.622310233,1,2,4,4,6,1,2,4,4,6,0,0,0,0,0
6065,2017,1036,2423266,"California","Riverside",0,0,0,12.9,13.38756445,18.33455323,6.061305551,6.915595169,47.88812152,25.95685096,13.55707222,26,6.727828451,16.95215442,57895,4.622310233,0,1,2,4,4,0,1,2,4,4,0,0,0,0,0
6065,2018,1066,2450758,"California","Riverside",1,1,0,12.7,12.35872909,19.39338421,6.099405254,6.891450957,48.42103897,25.71195955,13.88471363,25.8,6.063994144,10.86030431,59951,4.622310233,0,0,1,2,4,0,0,1,2,4,0,0,0,0,0
6065,2019,1017,2470546,"California","Riverside",0,0,0,11.3,12.35872909,19.39338421,6.121490583,7.011075136,49.0657237,25.42894589,14.05120197,25.8,5.238382147,9.778983949,63776,4.622310233,1,1,1,2,3,1,1,1,2,3,0,0,0,0,0
6067,2015,570,1501335,"California","Sacramento",6,6,0,16.9,14.6,18,9.777441283,15.42905526,22.25710282,24.68280886,12.38438963,26.9,8.791249193,17.50356208,52980,2.062112169,0,5,6,19,21,0,5,6,16,18,0,0,0,3,3
6067,2016,640,1514460,"California","Sacramento",0,0,0,16.3,15,17.6,9.795847036,15.76585026,22.51154838,24.36441736,12.79943807,26.6,7.326429914,16.85482601,55803,2.062112169,6,6,11,12,25,6,6,11,12,22,0,0,0,0,3
6067,2017,757,1530615,"California","Sacramento",1,1,0,14.1,12.90175025,18.69971526,9.789953608,16.02813496,22.74302537,24.08636314,13.19945249,27.4,6.005088542,11.49362803,58735,2.062112169,0,6,6,11,12,0,6,6,11,12,0,0,0,0,0
6067,2018,839,1540975,"California","Sacramento",13,3,10,14.3,12.53032663,18.90206803,9.805541249,16.19593783,22.95458447,23.9728352,13.5880776,27.6,5.350810909,7.199056106,59728,2.062112169,1,1,7,7,12,1,1,7,7,12,0,0,0,0,0
6067,2019,735,1552058,"California","Sacramento",0,0,0,12.6,12.53032663,18.90206803,9.786131718,16.64357138,23.25483548,23.80160916,13.69462602,26.8,4.640701717,5.809500656,62959,2.062112169,13,14,14,20,20,3,4,4,10,10,10,10,10,10,10
6071,2015,619,2128133,"California","San Bernardino",1,1,0,18.9,16.2,17.3,8.299435302,7.103958061,51.06070713,27.69704234,9.986970706,27.7,10.06140061,21.63530954,52112,4.734499143,0,1,1,20,21,0,1,1,20,21,0,0,0,0,0
6071,2016,750,2140096,"California","San Bernardino",0,0,0,17.6,14.1,17.5,8.284882414,7.273436431,51.65285364,27.23278547,10.33399775,28.7,8.050810174,20.43852369,51951,4.734499143,1,1,2,2,21,1,1,2,2,21,0,0,0,0,0
6071,2017,784,2157404,"California","San Bernardino",0,0,0,16,14.2462402,16.27717945,8.250330219,7.387602185,52.18832658,26.88614856,10.74491115,27.9,6.458596155,14.70650543,53526,4.734499143,0,1,1,2,2,0,1,1,2,2,0,0,0,0,0
6071,2018,709,2171603,"California","San Bernardino",1,1,0,14.9,13.05438795,17.81358298,8.223743234,7.433685218,52.79636988,26.78879826,11.09445558,27.3,5.707481677,9.659271999,56194,4.734499143,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0
6071,2019,702,2180085,"California","San Bernardino",1,1,0,13.3,13.05438795,17.81358298,8.16652792,7.624672987,53.42114875,26.49800408,11.26919205,26.2,4.899423096,9.088863409,60270,4.734499143,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0
6073,2015,1404,3299521,"California","San Diego",0,0,0,13.9,12.1,17.2,4.742542784,11.72561356,32.92883897,22.62036738,12.34854817,22.6,7.547555467,18.42233075,61365,3.297049442,1,1,2,3,3,1,1,2,3,3,0,0,0,0,0
6073,2016,1412,3317749,"California","San Diego",0,0,0,12.4,11.8,20,4.767099412,11.94463741,33.18679022,22.3309762,12.71149903,20.2,6.416087296,17.91070798,66034,3.297049442,0,1,1,2,3,0,1,1,2,3,0,0,0,0,0
6073,2017,1462,3337685,"California","San Diego",0,0,0,11.9,10.79844699,19.73349938,4.76978325,12.10412057,33.40654598,22.06493003,13.09277923,19.1,5.199266419,13.44211026,67053,3.297049442,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0
6073,2018,1467,3343364,"California","San Diego",0,0,0,11.5,11.1223271,21.88115996,4.732335086,12.23609743,33.52649643,21.95238398,13.44399471,20.1,4.678232985,9.488318457,70693,3.297049442,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
6073,2019,1552,3338330,"California","San Diego",0,0,0,10.3,11.1223271,21.88115996,4.71224816,12.48041682,33.85490243,21.8273444,13.62698997,20.4,4.004972691,8.142917851,76048,3.297049442,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6075,2015,332,864816,"California","San Francisco",1,1,0,12.4,9.5,20.6,5.400851641,34.38172435,15.33180805,13.4045104,14.1991923,15.2,5.719153129,13.44784958,76933,0,0,2,3,5,8,0,2,3,5,8,0,0,0,0,0
6075,2016,344,870887,"California","San Francisco",0,0,0,10.2,11.5,19.7,5.252625022,34.93194474,15.28208064,13.44353871,14.41870614,14.8,4.375709901,12.43874705,83788,0,1,1,3,4,6,1,1,3,4,6,0,0,0,0,0
6075,2017,354,884363,"California","San Francisco",8,8,0,10.1,9.909197063,23.01169136,5.141787386,35.25501378,15.27654438,13.40897948,14.63814268,16.1,3.636834768,9.289671616,90527,0,0,1,1,3,4,0,1,1,3,4,0,0,0,0,0
6075,2018,320,883305,"California","San Francisco",14,2,12,10.1,10.15553353,23.89842064,5.042560057,35.42985485,15.21873676,13.56582427,14.82580404,18.1,3.252302657,6.273565808,101873,0,8,8,9,9,11,8,8,9,9,11,0,0,0,0,0
6075,2019,326,881549,"California","San Francisco",0,0,0,9.5,10.15553353,23.89842064,5.008689871,35.87316521,15.23186746,13.43758163,15.37208137,18.5,2.901065899,4.691426024,109601,0,14,22,22,23,23,2,10,10,11,11,12,12,12,12,12
6077,2015,409,726106,"California","San Joaquin",9,9,0,17.5,16.4,17.5,6.925391018,15.72718664,40.09091696,28.21208469,11.43446923,30.4,12.84106732,19.53330033,51219,8.472857381,9,25,29,38,40,9,22,25,33,35,0,3,4,5,5
6077,2016,351,733709,"California","San Joaquin",1,1,0,14.6,13.9,16.6,6.994998582,15.90965306,40.45098009,27.81230218,11.76779668,29.4,10.63907079,19.18834079,51527,8.472857381,9,18,34,38,47,9,18,31,34,42,0,0,3,4,5
6077,2017,275,745424,"California","San Joaquin",11,11,0,15.5,13.18818636,18.29475197,7.012612484,16.08153631,40.77173305,27.52958934,12.0614621,28.3,8.875586536,13.17068843,53341,8.472857381,1,10,19,35,39,1,10,19,32,35,0,0,0,3,4
6077,2018,254,752660,"California","San Joaquin",17,6,11,14.3,12.2277161,17.86570155,7.034805352,16.27688907,41.18144932,27.44453182,12.34563022,28,8.06079195,8.597790869,59038,8.472857381,11,12,21,30,46,11,12,21,30,43,0,0,0,0,3
6077,2019,269,762148,"California","San Joaquin",2,2,0,13.6,12.2277161,17.86570155,7.061350319,16.73450278,41.59605808,27.25079955,12.44929061,29.8,6.96207988,7.277928235,60950,8.472857381,17,28,29,38,47,6,17,18,27,36,11,11,11,11,11
6079,2015,157,281401,"California","San Luis Obispo",0,0,0,14.4,9.1,17.5,1.898402202,3.705284634,21.73178558,18.3488097,16.89715421,20.4,6.650550136,16.89376859,57743,16.59638699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,2016,187,282887,"California","San Luis Obispo",0,0,0,11,12.4,20.1,1.848554014,3.83613477,22.04397975,18.1447813,17.54925954,21.8,5.603975262,15.75839151,61775,16.59638699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,2017,190,283405,"California","San Luis Obispo",0,0,0,11.9,11.86399199,20.2715124,1.753725111,3.928557468,22.2159836,18.06567852,18.20569223,24.5,4.639445053,13.60450831,61761,16.59638699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,2018,125,284010,"California","San Luis Obispo",1,1,0,12.7,11.21189404,20.51184948,1.698204584,3.944331129,22.33117817,17.92341112,18.91638711,22.9,4.261746162,8.025895954,69517,16.59638699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,2019,130,283111,"California","San Luis Obispo",0,0,0,11.6,11.21189404,20.51184948,1.728268732,3.979111166,22.62768829,17.81619943,19.36910076,23.5,3.58213788,7.024096386,70634,16.59638699,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
6081,2015,319,765135,"California","San Mateo",0,0,0,8.4,10.5,20.6,2.485238295,26.8790818,25.37688678,21.68930374,14.34986279,20.8,5.397368962,13.05644755,91061,1.891012748,1,4,4,5,6,1,4,4,5,6,0,0,0,0,0
6081,2016,286,764797,"California","San Mateo",0,0,0,6.6,9.3,17.8,2.457351291,27.6500466,25.25808055,21.46112281,14.6597397,20.1,4.205646528,12.05239791,100806,1.891012748,0,1,4,4,5,0,1,4,4,5,0,0,0,0,0
6081,2017,294,771410,"California","San Mateo",7,5,2,6.4,8.66158863,17.96305828,2.413038222,28.2716122,25.14484372,21.20972116,14.96441804,21.1,3.394378753,9.147484722,101133,1.891012748,0,0,1,4,4,0,0,1,4,4,0,0,0,0,0
6081,2018,354,769545,"California","San Mateo",13,2,11,6.8,9.08424947,16.93582583,2.323361624,28.85654625,24.75284291,21.11959121,15.23986104,18.7,2.995182651,5.705427892,107075,1.891012748,7,7,7,8,11,5,5,5,6,9,2,2,2,2,2
6081,2019,325,766573,"California","San Mateo",0,0,0,6.1,9.08424947,16.93582583,2.281277142,29.61900935,24.49462672,20.77546311,15.77889838,21.3,2.678999657,5.214766952,115908,1.891012748,13,20,20,20,21,2,7,7,7,8,11,13,13,13,13
6083,2015,213,444769,"California","Santa Barbara",0,0,0,15.6,10.5,18,1.744101979,5.61743597,44.09348699,22.59184709,13.66041079,19.4,6.821590544,21.07110102,60803,5.01751613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,2016,233,446170,"California","Santa Barbara",0,0,0,13.9,12.4,18.2,1.766182251,5.733568128,44.4452513,22.38487932,13.97491989,19,6.080806141,21.06552749,62116,5.01751613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,2017,233,448150,"California","Santa Barbara",7,3,4,14.2,11.46675196,19.19457299,1.769008182,5.82774429,44.84822458,22.37948238,14.31529626,18.2,5.276339653,15.49168479,63049,5.01751613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,2018,248,446527,"California","Santa Barbara",1,1,0,12.6,11.1877815,19.44515153,1.786762893,5.881838761,45.1274178,22.39303405,14.64441805,20.5,5.006809002,12.22123938,66360,5.01751613,7,7,7,7,7,3,3,3,3,3,4,4,4,4,4
6083,2019,226,446499,"California","Santa Barbara",0,0,0,12,11.1877815,19.44515153,1.793819034,6.003570233,45.64520808,22.24991632,14.92513667,21,4.489891867,10.32545881,70651,5.01751613,1,8,8,8,8,1,4,4,4,4,0,4,4,4,4
6085,2015,97,1918044,"California","Santa Clara",1,1,0,8.3,10.3,14.9,2.395650794,34.10972154,26.75027027,23.3987866,11.965526,20.4,6.84032949,13.4207148,91843,1.083663272,1,2,2,3,3,1,2,2,3,3,0,0,0,0,0
6085,2016,117,1919402,"California","Santa Clara",0,0,0,9.3,9,15.9,2.405039573,34.90015069,26.55234205,23.10824684,12.22275883,19.5,5.198260548,12.57839127,97219,1.083663272,1,2,3,3,4,1,2,3,3,4,0,0,0,0,0
6085,2017,144,1938153,"California","Santa Clara",7,7,0,7.5,8.447803097,16.19525755,2.394991981,35.5991312,26.33286828,22.75218921,12.51154822,19.5,4.155116766,8.424815097,102191,1.083663272,0,1,2,3,3,0,1,2,3,3,0,0,0,0,0
6085,2018,515,1937570,"California","Santa Clara",13,2,11,7.3,8.199431207,15.92344763,2.360057976,36.50287954,25.91119526,22.56827908,12.77960532,19.7,3.762207448,5.943541342,110843,1.083663272,7,7,8,9,10,7,7,8,9,10,0,0,0,0,0
6085,2019,522,1927852,"California","Santa Clara",0,0,0,6.1,8.199431207,15.92344763,2.348524601,37.54951235,25.59240679,22.1902502,13.14256408,19.8,3.211257806,5.075513548,118468,1.083663272,13,20,20,21,22,2,9,9,10,11,11,11,11,11,11
6087,2015,87,274146,"California","Santa Cruz",0,0,0,15.4,10.1,20.5,0.966153092,4.758387493,32.94793611,20.48073818,12.80310594,21.5,9.475842337,18.39231222,65282,12.03931672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,2016,102,274673,"California","Santa Cruz",0,0,0,13.4,13.1,19.5,0.983797148,4.815970332,33.22725199,20.11817339,13.47441539,20.6,8.742445277,18.54166852,64257,12.03931672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,2017,93,275897,"California","Santa Cruz",2,2,0,12.6,11.47268974,20.29621238,0.978675596,5.049863941,33.30342226,19.76428618,14.15085393,20.2,7.498197549,12.89840505,64841,12.03931672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,2018,91,274255,"California","Santa Cruz",8,4,4,12.2,11.555175,19.96997787,0.973885311,4.930590193,33.52641141,19.66847852,14.91336972,18.2,6.899152396,7.807374769,75929,12.03931672,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
6087,2019,102,273213,"California","Santa Cruz",0,0,0,10.6,11.555175,19.96997787,0.945280304,5.034487508,33.92026735,19.46740994,15.62467153,17.4,5.670296658,7.146312621,76633,12.03931672,8,10,10,10,10,4,6,6,6,6,4,4,4,4,4
6089,2015,122,179533,"California","Shasta",1,1,0,19,25.1,19.6,0.882780199,2.794166946,9.125600626,21.68622192,18.75740306,27.3,10.92971811,18.99289695,41236,29.28626646,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1
6089,2016,166,179631,"California","Shasta",0,0,0,17.2,14.1,18,0.93546306,2.972681364,9.410246713,21.58294587,19.2431759,27.2,9.664979194,18.00806642,43661,29.28626646,1,1,1,1,2,1,1,1,1,1,0,0,0,0,1
6089,2017,155,179921,"California","Shasta",1,0,1,17,13.65401267,17.20681121,0.963611147,3.037881615,9.626642456,21.5113656,19.84481962,26.5,7.804109113,13.49984698,45943,29.28626646,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
6089,2018,135,180040,"California","Shasta",8,2,6,15.2,14.31330477,18.66410197,0.945827836,3.006162633,9.77670892,21.49628962,20.35840139,24,6.917001339,8.560417807,46663,29.28626646,1,1,2,2,2,0,0,1,1,1,1,1,1,1,1
6089,2019,153,180080,"California","Shasta",0,0,0,13.3,14.31330477,18.66410197,0.984320896,3.144713513,10.10999272,21.53723023,20.31002496,22.7,5.801869059,6.731592693,51207,29.28626646,8,9,9,10,10,2,2,2,3,3,6,7,7,7,7
6093,2015,25,43554,"California","Siskiyou",3,3,0,22.6,23.8,19.5,1.374460604,1.299116418,11.57788991,20.310966,21.96168862,21.7,13.03969075,18.91259781,37108,65.82628062,2,4,6,6,6,1,3,3,3,3,1,1,3,3,3
6093,2016,25,43603,"California","Siskiyou",0,0,0,18.8,15.2,16.2,1.329421472,1.338589896,11.92124324,20.31951958,22.65746768,22.9,11.26604078,20.26999145,38641,65.82628062,3,5,7,9,9,3,4,6,6,6,0,1,1,3,3
6093,2017,27,43853,"California","Siskiyou",2,1,1,17.7,14.29573227,17.52011349,1.359232218,1.416632227,12.26523396,20.23465124,23.49037976,23.2,9.377767936,14.63370787,37447,65.82628062,0,3,5,7,9,0,3,4,6,6,0,0,1,1,3
6093,2018,24,43724,"California","Siskiyou",36,8,28,17.1,14.59513042,16.46142274,1.376052107,1.431094191,12.30878609,20.15686994,24.0854987,23.8,8.455656639,9.299781182,40875,65.82628062,2,2,5,7,9,1,1,4,5,7,1,1,1,2,2
6093,2019,28,43539,"California","Siskiyou",3,1,2,17.4,14.59513042,16.46142274,1.302077395,1.438898137,12.55102274,20.16509703,24.69842428,24.9,7.242665479,8.101133606,44013,65.82628062,36,38,38,41,43,8,9,9,12,13,28,29,29,29,30
6095,2015,192,436092,"California","Solano",3,3,0,12,13.5,18.3,13.87586278,15.41733759,25.21681403,23.28926429,12.9791802,26.5,8.419622531,15.19972767,63398,3.718452427,1,9,10,17,17,1,9,10,16,16,0,0,0,1,1
6095,2016,199,440207,"California","Solano",0,0,0,11.4,12.4,17.8,13.78119412,15.5908529,25.63536373,22.94499816,13.51700527,29.5,7.454861418,14.71449528,67106,3.718452427,3,4,12,13,20,3,4,12,13,19,0,0,0,0,1
6095,2017,214,445458,"California","Solano",9,5,4,10,11.58607642,19.07518002,13.72485622,15.65128459,26.0231786,22.78899865,14.10803225,30.1,6.12282434,10.25194451,67202,3.718452427,0,3,4,12,13,0,3,4,12,13,0,0,0,0,0
6095,2018,222,446610,"California","Solano",13,2,11,7.9,11.76509788,18.07655495,13.78896746,15.71828708,26.16450897,22.55234469,14.66446467,29.5,5.462233382,5.95949649,73200,3.718452427,9,9,12,13,21,5,5,8,9,17,4,4,4,4,4
6095,2019,215,447643,"California","Solano",0,0,0,9,11.76509788,18.07655495,13.75595455,16.06189585,26.53403912,22.27280686,15.17471905,27.4,4.752412774,6.132270002,75931,3.718452427,13,22,22,25,26,2,7,7,10,11,11,15,15,15,15
6097,2015,282,502146,"California","Sonoma",0,0,0,11,14,21.7,1.469016716,4.1373668,25.8544518,20.93550831,15.99575779,22.4,6.726932692,17.91640915,61020,12.35352713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,2016,275,503070,"California","Sonoma",0,0,0,9.4,11.6,17.5,1.504721243,4.288495519,26.10375541,20.63275047,16.68005885,21.6,5.577644338,17.19044834,66949,12.35352713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,2017,299,504217,"California","Sonoma",4,1,3,9.3,11.55566927,20.02245016,1.523461304,4.376217276,26.32640706,20.33671482,17.47121355,20.9,4.486371877,12.82482552,66463,12.35352713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,2018,277,499942,"California","Sonoma",13,2,11,9.9,11.15110372,19.33685809,1.52006679,4.351084342,26.56031964,20.04492417,18.24418073,20.3,3.952717877,8.651460624,73496,12.35352713,4,4,4,4,4,1,1,1,1,1,3,3,3,3,3
6097,2019,278,494336,"California","Sonoma",0,0,0,7.2,11.15110372,19.33685809,1.562224201,4.481205513,26.99234655,19.81448464,18.84585407,19.8,3.361782601,7.528047795,79511,12.35352713,13,17,17,17,17,2,3,3,3,3,11,14,14,14,14
6099,2015,239,538388,"California","Stanislaus",12,10,2,19.5,17.1,17,2.522783454,5.822935122,43.47933647,27.64176741,11.73226563,32.1,12.99103039,19.61913997,47808,7.980709608,20,59,76,105,121,12,37,51,68,82,8,22,25,37,39
6099,2016,276,541560,"California","Stanislaus",11,10,1,14.5,14.5,18.3,2.554901625,5.931048483,44.07017333,27.33643235,12.10965475,32.4,11.21782925,20.67672845,50917,7.980709608,12,32,71,88,117,10,22,47,61,78,2,10,24,27,39
6099,2017,347,547899,"California","Stanislaus",27,20,7,14,14.41828739,17.52639129,2.56004963,6.018336219,44.76622807,27.12969086,12.50473636,32.6,9.506406823,12.76797797,51949,7.980709608,11,23,43,82,99,10,20,32,57,71,1,3,11,25,28
6099,2018,276,549815,"California","Stanislaus",21,8,13,15.6,12.65945641,17.79377366,2.604328237,5.874695325,45.60916611,27.16541104,12.77033016,30.1,8.525562372,8.489093233,54060,7.980709608,27,38,50,70,109,20,30,40,52,77,7,8,10,18,32
6099,2019,306,550660,"California","Stanislaus",4,4,0,13,12.65945641,17.79377366,2.625848925,6.029943475,46.31802577,27.10809839,12.83375221,31.2,7.468086419,6.816877153,58925,7.980709608,21,48,59,71,91,8,28,38,48,60,13,20,21,23,31
6101,2015,15,96463,"California","Sutter",0,0,0,17.5,18.7,10.8,1.900367069,16.1688516,29.57315155,26.60199266,13.92343996,27.6,15.32165696,20.04910779,47903,14.79780867,3,5,7,15,16,3,5,7,14,14,0,0,0,1,2
6101,2016,43,96651,"California","Sutter",0,0,0,17.1,13.4,17.3,1.969806045,16.53781548,29.89034607,26.35554582,14.49288971,28,12.7162299,20.9294379,51827,14.79780867,0,3,5,7,15,0,3,5,7,14,0,0,0,0,1
6101,2017,49,96648,"California","Sutter",6,6,0,13.2,12.40715536,16.80223263,1.967593792,16.74735391,30.26445373,26.09290609,14.8678768,28.7,10.76209174,14.60368964,50810,14.79780867,0,0,3,5,7,0,0,3,5,7,0,0,0,0,0
6101,2018,63,96807,"California","Sutter",20,7,13,13.5,13.07124651,16.92000782,2.009291161,16.95999007,30.4611437,26.1290623,15.17728735,29.7,9.590310411,11.00917431,51283,14.79780867,6,6,6,9,11,6,6,6,9,11,0,0,0,0,0
6101,2019,35,96971,"California","Sutter",2,2,0,12.8,13.07124651,16.92000782,2.075573214,16.96879397,31.0394421,25.95708137,15.10533069,26.9,8.603161416,9.41040434,54102,14.79780867,20,26,26,26,29,7,13,13,13,16,13,13,13,13,13
6103,2015,22,63308,"California","Tehama",3,2,1,22.5,21.1,17.7,0.658134704,1.275036871,23.45655518,24.02429548,17.45404951,27.1,11.608,20.3420239,43459,51.48826876,0,0,3,4,4,0,0,3,4,4,0,0,0,0,0
6103,2016,37,63276,"California","Tehama",0,0,0,20.9,15.2,17.6,0.721454961,1.368386002,24.07122584,24.02365738,17.8175591,28.8,9.675247525,19.18319946,40782,51.48826876,3,3,3,6,7,2,2,2,5,6,1,1,1,1,1
6103,2017,46,63926,"California","Tehama",5,2,3,20.1,13.93319323,17.36146942,0.713969798,1.459531181,24.41081696,23.89745372,18.1351488,27.2,7.955537912,13.28019954,40292,51.48826876,0,3,3,3,6,0,2,2,2,5,0,1,1,1,1
