"FIPS","Year","Alzheimers Deaths","Population","STATE","COUNTY","PM2_5GE_Threshold","PM2_5GT35LE50","PM2_5GT50","Poverty Percent, All Ages","% Smokers","% Excessive Drinking","% African American","% Asian","% Hispanic","% Age < 18","% Age 65 and over","% Obese","% Unemployed","% Uninsured","Median Household Income","% Rural","PM2_5GE_ThresholdLastYear","PM2_5GE_ThresholdLast2Year","PM2_5GE_ThresholdLast3Year","PM2_5GE_ThresholdLast4Year","PM2_5GE_ThresholdLast5Year","PM2_5GT35LE50LastYear","PM2_5GT35LE50Last2Year","PM2_5GT35LE50Last3Year","PM2_5GT35LE50Last4Year","PM2_5GT35LE50Last5Year","PM2_5GT50LastYear","PM2_5GT50Last2Year","PM2_5GT50Last3Year","PM2_5GT50Last4Year","PM2_5GT50Last5Year"
6103,2018,32,63916,"California","Tehama",24,9,15,17,14.7413241,18.78625111,0.703268222,1.367026993,24.74871989,24.05493394,18.52993236,26.7,7.094956549,9.239597158,40585,51.48826876,5,5,8,8,8,2,2,4,4,4,3,3,4,4,4
6103,2019,35,65084,"California","Tehama",0,0,0,16.3,14.7413241,18.78625111,0.753996809,1.423520946,25.2416857,24.00431749,19.1142884,25.1,6.367684975,7.725651686,41819,51.48826876,24,29,29,32,32,9,11,11,13,13,15,18,18,19,19
6107,2015,99,459863,"California","Tulare",17,11,6,27.2,14.5,19.2,1.291223249,3.968573775,62.3264038,31.8142083,10.10871025,28.3,13.97262276,22.85043643,39657,15.47993007,31,65,81,108,116,14,37,48,69,76,17,28,33,39,40
6107,2016,136,460437,"California","Tulare",15,14,1,24.7,15.4,16.8,1.301184204,4.003945892,62.92192458,31.59682059,10.3937599,29.5,13.22653564,21.23652921,42360,15.47993007,17,48,82,98,125,11,25,48,59,80,6,23,34,39,45
6107,2017,140,464493,"California","Tulare",24,10,14,24,14.37818881,16.77967911,1.27711949,3.998799643,63.58502424,31.32150227,10.6873134,32.6,11.6627006,16.73544891,42637,15.47993007,15,32,63,97,113,14,25,39,62,73,1,7,24,35,40
6107,2018,187,465861,"California","Tulare",30,17,13,22.2,15.7733915,17.78235621,1.221231135,3.9644946,64.10171207,31.23358896,10.93526367,33.4,10.98883487,11.2012774,45768,15.47993007,24,39,56,87,121,10,24,35,49,72,14,15,21,38,49
6107,2019,194,466195,"California","Tulare",5,5,0,18.9,15.7733915,17.78235621,1.226713858,3.981976047,64.72584086,30.94255457,11.12374137,33.5,10.41801551,9.906887069,46377,15.47993007,30,54,69,86,117,17,27,41,52,66,13,27,28,34,51
6111,2015,411,850536,"California","Ventura",0,0,0,9.9,12.1,17.7,1.635263572,7.33307925,41.53343179,24.54253115,13.12236488,21.3,7.767110845,18.06564555,76513,3.124552117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,2016,391,849738,"California","Ventura",0,0,0,9.8,11.2,18.5,1.644098523,7.519812616,41.98301067,24.17552808,13.59052114,20.6,6.679921306,18.0687923,74967,3.124552117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,2017,430,854223,"California","Ventura",7,5,2,9.5,9.920187825,17.31042336,1.678118269,7.62260504,42.34529755,23.82603441,14.06125079,20.3,5.685414069,13.11606065,79285,3.124552117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,2018,423,850967,"California","Ventura",0,0,0,9.1,10.64246705,18.82616442,1.681341778,7.643414794,42.54417244,23.5790326,14.58484851,20.7,5.177600898,9.926899065,79470,3.124552117,7,7,7,7,7,5,5,5,5,5,2,2,2,2,2
6111,2019,440,846006,"California","Ventura",0,0,0,8.2,10.64246705,18.82616442,1.726481258,7.815172385,42.87709416,23.23163858,14.99784014,21,4.491734645,9.71544359,82436,3.124552117,0,7,7,7,7,0,5,5,5,5,0,2,2,2,2
6113,2015,103,213016,"California","Yolo",1,1,0,17.5,8.1,19,2.445342705,13.51903535,31.28699418,21.89664358,11.12745793,21.1,9.351901883,16.0640136,55011,6.929583916,0,0,0,5,6,0,0,0,5,6,0,0,0,0,0
6113,2016,89,215802,"California","Yolo",0,0,0,19,12.4,17.8,2.442795896,13.82436534,31.45479069,21.71251024,11.49380991,20.2,7.675910372,16.92526602,54509,6.929583916,1,1,1,1,6,1,1,1,1,6,0,0,0,0,0
6113,2017,98,219116,"California","Yolo",7,6,1,17.5,11.8787885,19.01543427,2.460378563,14.28390356,31.52955647,21.47303489,11.73339092,22.7,6.411021681,11.31071825,58766,6.929583916,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
6113,2018,91,220408,"California","Yolo",12,2,10,20.1,11.68360979,19.46963434,2.37532553,14.56752023,31.52287745,21.30239757,12.07403083,22.9,5.783327531,7.47569431,63645,6.929583916,7,7,8,8,8,6,6,7,7,7,1,1,1,1,1
6113,2019,107,220500,"California","Yolo",1,1,0,16.9,11.68360979,19.46963434,2.410595301,14.90352142,31.76490991,21.10799759,12.09176874,22.9,5.012294131,6.715084538,64900,6.929583916,12,19,19,20,20,2,8,8,9,9,10,11,11,11,11
41003,2015,26,87572,"Oregon","Benton",2,0,2,18.3,10.8,14,0.96430345,5.796214387,6.955688236,16.99368295,13.66654733,20.8,5.810823355,15.8781677,50714,18.7639491,1,3,3,3,3,1,3,3,3,3,0,0,0,0,0
41003,2016,35,89385,"Oregon","Benton",0,0,0,18.4,14.8,23.2,1.007924371,5.951387923,7.031141388,16.87520274,14.33685528,19.7,5.317554061,13.46699155,54089,18.7639491,2,3,5,5,5,0,1,3,3,3,2,2,2,2,2
41003,2017,35,90951,"Oregon","Benton",3,2,1,16,14.3641371,18.99288205,1.006029324,6.160644955,7.283149865,16.7622071,14.81067008,21.6,4.305859954,10.075953,54773,18.7639491,0,2,3,5,5,0,0,1,3,3,0,2,2,2,2
41003,2018,43,92101,"Oregon","Benton",2,2,0,15.8,14.02861236,20.35584326,1.070649438,6.498853275,7.283101192,16.50500643,15.23298093,24.4,3.917846784,7.081791502,56167,18.7639491,3,3,5,6,8,2,2,2,3,5,1,1,3,3,3
41003,2019,41,93053,"Oregon","Benton",0,0,0,16.5,14.02861236,20.35584326,1.096194654,6.687117239,7.464458885,16.5407747,15.63149388,26.5,3.262269875,6.643808667,60572,18.7639491,2,5,5,7,8,2,4,4,4,5,0,1,1,3,3
41005,2015,179,401515,"Oregon","Clackamas",2,0,2,9.4,14.6,16.6,0.845303312,3.99600271,8.148857862,22.48939508,15.58917538,26.2,6.837990422,13.9532006,66514,18.07857614,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
41005,2016,190,408062,"Oregon","Clackamas",0,0,0,8.7,12.6,20.6,0.856769594,4.224603263,8.35350354,22.22106884,16.15203103,25.5,6.284098503,13.7828423,65555,18.07857614,2,4,4,4,4,0,2,2,2,2,2,2,2,2,2
41005,2017,183,412672,"Oregon","Clackamas",4,3,1,8.3,13.96636879,21.25111808,0.889132411,4.364718628,8.520478687,22.00241585,16.68829309,25.3,5.208796905,9.637629033,69523,18.07857614,0,2,4,4,4,0,0,2,2,2,0,2,2,2,2
41005,2018,166,416075,"Oregon","Clackamas",4,2,2,7.3,12.98750992,20.77303218,0.920448363,4.378501306,8.433767418,21.80036367,17.18807436,27.2,4.44153381,6.192752901,74460,18.07857614,4,4,6,8,8,3,3,3,5,5,1,1,3,3,3
41005,2019,233,418187,"Oregon","Clackamas",0,0,0,7.2,12.98750992,20.77303218,0.950149271,4.618195565,8.6543308,21.74414547,17.4465435,28.1,3.741088026,5.759200699,79404,18.07857614,4,8,8,10,12,2,5,5,5,7,2,3,3,5,5
41009,2015,21,49600,"Oregon","Columbia",1,1,0,13.4,19.3,16.1,0.500567445,0.993028534,4.630755512,22.69374189,16.43360895,30.3,8.243421894,14.9678671,55222,43.61208486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41009,2016,16,50785,"Oregon","Columbia",0,0,0,11,16.2,20,0.556016094,1.045310257,4.638185164,22.35993449,17.13742696,32.1,8.401431159,14.2088267,57517,43.61208486,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
41009,2017,17,51782,"Oregon","Columbia",4,3,1,12.3,14.9997733,18.64615304,0.512096774,1.151209677,4.77016129,21.98790323,17.76209677,33.8,7.210866527,9.533274441,52060,43.61208486,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
41009,2018,20,52377,"Oregon","Columbia",5,5,0,10.2,15.29471078,19.39378392,0.513931279,1.147976765,4.901053461,21.46696859,18.14118342,32,6.214352601,7.05740449,63055,43.61208486,4,4,5,5,5,3,3,4,4,4,1,1,1,1,1
41009,2019,11,52354,"Oregon","Columbia",0,0,0,8.6,15.29471078,19.39378392,0.573558379,1.108493299,5.22382295,21.45533197,18.27275887,33.1,5.172556143,6.331956821,61453,43.61208486,5,9,9,10,10,5,8,8,9,9,0,1,1,1,1
41017,2015,75,175268,"Oregon","Deschutes",3,2,1,13.4,12.3,16.8,0.398303144,1.043662702,7.678633838,21.84701785,17.4415802,23,9.478855849,18.280147,49427,27.64354954,0,0,15,16,16,0,0,6,7,7,0,0,9,9,9
41017,2016,90,181307,"Oregon","Deschutes",0,0,0,10.6,14.9,20.5,0.401436721,1.099255816,7.796323685,21.33600958,18.2935418,23.3,7.890540992,18.68326617,52387,27.64354954,3,3,3,18,19,2,2,2,8,9,1,1,1,10,10
41017,2017,80,186875,"Oregon","Deschutes",27,5,22,9.7,15.56307835,20.34608622,0.430198325,1.137115731,7.892484652,21.06887738,18.89506356,24.1,5.967808992,11.97403048,56911,27.64354954,0,3,3,3,18,0,2,2,2,8,0,1,1,1,10
41017,2018,115,191996,"Oregon","Deschutes",12,8,4,9.4,13.71079669,20.5458413,0.455029315,1.14336457,7.793411176,20.70686736,19.34619182,22.6,4.90088167,8.641415929,61248,27.64354954,27,27,30,30,30,5,5,7,7,7,22,22,23,23,23
41017,2019,85,197692,"Oregon","Deschutes",1,1,0,9.2,13.71079669,20.5458413,0.442541806,1.186889632,8.015518395,20.48695652,19.40816054,22.9,4.212046646,7.857495814,65506,27.64354954,12,39,39,42,42,8,13,13,15,15,4,26,26,27,27
41019,2015,50,107685,"Oregon","Douglas",1,0,1,19.5,24.1,14.5,0.340377782,1.102487376,5.086029549,19.54740976,23.10734992,34.3,10.82232046,17.544451,40243,41.17789109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41019,2016,59,108457,"Oregon","Douglas",0,0,0,15.6,17.5,19,0.36551621,1.084395917,5.242493363,19.5228658,23.60617732,31,9.415701881,17.40805047,41504,41.17789109,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
41019,2017,69,109405,"Oregon","Douglas",8,4,4,14.9,16.56301725,18.85811991,0.395598273,1.106003622,5.598737057,19.42703255,24.18814134,31,7.655632132,11.74989198,41696,41.17789109,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
41019,2018,65,110283,"Oregon","Douglas",2,2,0,15,15.85536623,16.65013559,0.395548466,1.061250081,5.598532137,19.35790221,24.68812525,29.7,6.38905232,8.141023251,43202,41.17789109,8,8,9,9,9,4,4,4,4,4,4,4,5,5,5
41019,2019,59,110980,"Oregon","Douglas",0,0,0,11.8,15.85536623,16.65013559,0.424112244,1.062108679,5.874502994,19.38302637,25.09848727,32.6,5.350854591,7.504769981,47157,41.17789109,2,10,10,11,11,2,6,6,6,6,0,4,4,5,5
41029,2015,121,212567,"Oregon","Jackson",21,11,10,19.3,18.6,14.2,0.666522813,1.369968112,11.69339951,21.23954063,19.45623247,24.7,9.511965445,19.70869751,43393,20.0525575,0,14,14,14,14,0,7,7,7,7,0,7,7,7,7
41029,2016,110,216527,"Oregon","Jackson",0,0,0,14.6,17.8,21.3,0.688582746,1.381920899,12.04211387,20.95707295,20.16006696,25.1,8.605206789,19.78557798,44835,20.0525575,21,21,35,35,35,11,11,18,18,18,10,10,17,17,17
41029,2017,147,217479,"Oregon","Jackson",20,4,16,14.3,17.11907829,18.11599882,0.71836174,1.402381367,12.36598343,20.85554202,20.81414331,25.6,6.913608062,12.91369358,44855,20.0525575,0,21,21,35,35,0,11,11,18,18,0,10,10,17,17
41029,2018,122,219564,"Oregon","Jackson",38,12,26,14.8,17.68916138,20.68607079,0.737090525,1.459864128,12.47881327,20.6297598,21.26663188,26.6,5.788201541,8.8692238,48538,20.0525575,20,20,41,41,55,4,4,15,15,22,16,16,26,26,33
41029,2019,132,220944,"Oregon","Jackson",4,1,3,13.6,17.68916138,20.68607079,0.73800229,1.500374749,12.89549796,20.71004557,21.51472096,26.2,4.770470987,8.017293143,51364,20.0525575,38,58,58,79,79,12,16,16,27,27,26,42,42,52,52
41033,2015,29,84745,"Oregon","Josephine",3,1,2,21.9,23.5,13.9,0.414135837,0.944709865,6.803831657,19.71046503,24.29476868,25.9,10.91159376,17.97126246,37619,44.96391136,0,12,12,12,12,0,1,1,1,1,0,11,11,11,11
41033,2016,46,85904,"Oregon","Josephine",0,0,0,18,17,18.1,0.454550892,0.971303485,7.00127992,19.55765021,24.83283293,26.3,9.643128322,17.10530513,37230,44.96391136,3,3,15,15,15,1,1,2,2,2,2,2,13,13,13
41033,2017,48,86352,"Oregon","Josephine",17,2,15,17.8,19.35865034,17.01450528,0.45666411,1.012449112,7.257065314,19.53389581,25.18496667,27.1,7.855376636,12.02597778,40569,44.96391136,0,3,3,15,15,0,1,1,2,2,0,2,2,13,13
41033,2018,35,87393,"Oregon","Josephine",29,12,17,17,18.33355763,16.58147554,0.451666977,0.984820265,7.289532501,19.58116037,25.60067052,27.8,6.557377049,8.857711571,38921,44.96391136,17,17,20,20,32,2,2,3,3,4,15,15,17,17,28
41033,2019,48,87487,"Oregon","Josephine",4,2,2,15.9,18.33355763,16.58147554,0.457430054,1.050352047,7.497220678,19.60232537,25.41342413,29.5,5.382572333,7.932461035,43492,44.96391136,29,46,46,49,49,12,14,14,15,15,17,32,32,34,34
41035,2015,30,66016,"Oregon","Klamath",8,7,1,19.9,22.6,13.6,0.663025338,1.043847671,11.64011531,21.62190866,18.71187984,29.1,10.74900536,20.33717136,37542,37.58059657,3,22,26,34,36,3,14,18,26,28,0,8,8,8,8
41035,2016,32,66443,"Oregon","Klamath",0,0,0,19,17.6,19.1,0.714995035,1.029715071,11.89213964,21.49262852,19.20403331,29,9.661987569,20.30809409,39234,37.58059657,8,11,30,34,42,7,10,21,25,33,1,1,9,9,9
41035,2017,21,66935,"Oregon","Klamath",26,14,12,19.2,18.57400223,19.19697097,0.786173049,1.040656811,12.23188318,21.64020843,19.82246728,29.9,7.991140487,13.41148841,42384,37.58059657,0,8,11,30,34,0,7,10,21,25,0,1,1,9,9
41035,2018,28,67653,"Oregon","Klamath",39,10,29,18.5,17.57638561,18.35933183,0.75402977,1.095675993,12.5265265,21.67873215,20.3287028,31.2,6.861279141,10.26340746,44678,37.58059657,26,26,34,37,56,14,14,21,24,35,12,12,13,13,21
41035,2019,15,68238,"Oregon","Klamath",0,0,0,16.7,17.57638561,18.35933183,0.746993352,1.178755509,13.14857698,21.60005976,20.77687309,31.8,5.890227577,9.46647735,41875,37.58059657,39,65,65,73,76,10,24,24,31,34,29,41,41,42,42
41039,2015,210,362895,"Oregon","Lane",2,0,2,19,17.5,16.9,0.907886315,2.768295285,7.985974644,19.13439188,16.77821073,28.1,7.637853301,17.68258691,43778,17.52299447,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0
41039,2016,280,369519,"Oregon","Lane",0,0,0,18.3,15.4,21.5,0.931246285,2.8827612,8.282985011,19.09180464,17.39535689,27.3,7.069306346,18.30962199,44976,17.52299447,2,2,6,6,6,0,0,4,4,4,2,2,2,2,2
41039,2017,288,374748,"Oregon","Lane",12,4,8,16.6,15.84447283,19.59512164,0.966395238,3.009410436,8.476005456,18.95837639,17.90407694,27.4,5.947907672,11.96443704,47254,17.52299447,0,2,2,6,6,0,0,0,4,4,0,2,2,2,2
41039,2018,289,379611,"Oregon","Lane",1,1,0,18.1,15.20904378,19.28400933,0.989394321,3.018789291,8.549222097,18.80769324,18.47509871,27.3,5.149462738,8.793604901,47933,17.52299447,12,12,14,14,18,4,4,4,4,8,8,8,10,10,10
41039,2019,317,382067,"Oregon","Lane",0,0,0,13.9,15.20904378,19.28400933,1.019084825,3.101817755,8.90945382,18.70323524,18.73418938,27.6,4.450682295,8.084090344,50711,17.52299447,1,13,13,15,15,1,5,5,5,5,0,8,8,10,10
41043,2015,76,120547,"Oregon","Linn",3,1,2,15.8,20.2,16.7,0.467309393,1.103018566,8.229697301,23.49766345,16.78019619,31.3,9.709412627,16.63861456,44941,31.63826797,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
41043,2016,56,122849,"Oregon","Linn",0,0,0,13.1,17,20.1,0.48091424,1.12185395,8.355675458,23.17269346,17.29950736,32.3,8.367271381,15.9429293,44358,31.63826797,3,3,3,3,4,1,1,1,1,1,2,2,2,2,3
41043,2017,64,125047,"Oregon","Linn",7,2,5,14.3,17.34715877,18.1727236,0.518469974,1.129849768,8.683749907,23.05407849,17.69600239,33.6,6.885438031,10.31993219,47757,31.63826797,0,3,3,3,3,0,1,1,1,1,0,2,2,2,2
41043,2018,63,127335,"Oregon","Linn",1,1,0,12.7,16.39027648,16.29128963,0.536430903,1.155076557,8.831980724,22.81744255,18.11166554,35.6,5.758896532,8.320320075,50876,31.63826797,7,7,10,10,10,2,2,3,3,3,5,5,7,7,7
41043,2019,66,129749,"Oregon","Linn",0,0,0,12.6,16.39027648,16.29128963,0.569385911,1.161963102,9.112573672,22.8146217,18.26993051,35.4,4.763957378,7.224526455,51888,31.63826797,1,8,8,11,11,1,3,3,4,4,0,5,5,7,7
41047,2015,98,330700,"Oregon","Marion",2,0,2,16.8,15.1,12.2,1.026531609,2.204787185,25.29278709,25.61508464,13.92090577,33.9,8.395006453,20.76081681,46919,13.09369401,1,6,6,6,6,0,5,5,5,5,1,1,1,1,1
41047,2016,109,336316,"Oregon","Marion",0,0,0,13.6,15.4,18.4,1.033086995,2.262733434,25.68673147,25.42976296,14.40280887,33.3,7.48688507,19.01058729,48554,13.09369401,2,3,8,8,8,0,0,5,5,5,2,3,3,3,3
41047,2017,112,341286,"Oregon","Marion",3,2,1,15.2,14.67968385,17.28976192,1.02691261,2.282128818,25.96613245,25.14302994,14.78832779,34.1,6.097769029,13.50865288,51623,13.09369401,0,2,3,8,8,0,0,0,5,5,0,2,3,3,3
41047,2018,87,346868,"Oregon","Marion",6,6,0,14.5,15.7874285,17.47266397,1.035633155,2.367119019,26.21701019,24.98602505,15.12268224,32.9,5.110336085,9.715578682,55954,13.09369401,3,3,5,6,11,2,2,2,2,7,1,1,3,4,4
41047,2019,110,347818,"Oregon","Marion",0,0,0,12.2,15.7874285,17.47266397,1.085013742,2.410881196,26.65975165,24.84338649,15.25406844,34.1,4.303477993,9.106736989,56148,13.09369401,6,9,9,11,12,6,8,8,8,8,0,1,1,3,4
41051,2015,282,790294,"Oregon","Multnomah",2,0,2,15.7,13.5,19.2,5.280400974,7.010383288,11.10000196,19.9344763,11.57420037,22.1,6.89219238,17.28367297,53624,1.342247197,0,4,4,8,8,0,4,4,8,8,0,0,0,0,0
41051,2016,253,799766,"Oregon","Multnomah",0,0,0,14.2,16.6,24,5.297072789,7.224814346,11.20350915,19.75082141,11.92269464,20.5,6.056311234,17.32673044,53519,1.342247197,2,2,6,6,10,0,0,4,4,8,2,2,2,2,2
41051,2017,248,807555,"Oregon","Multnomah",6,2,4,14.4,15.52867985,22.91666665,5.343327926,7.498095645,11.29200019,19.56347891,12.2316505,21.3,4.992295263,11.07721413,58764,1.342247197,0,2,2,6,6,0,0,0,4,4,0,2,2,2,2
41051,2018,287,811880,"Oregon","Multnomah",6,5,1,12,15.06974227,22.05507768,5.440966483,7.502944611,11.35594661,19.33040414,12.58368073,22.2,4.285147823,8.19232299,62292,1.342247197,6,6,8,8,12,2,2,2,2,6,4,4,6,6,6
41051,2019,285,812855,"Oregon","Multnomah",0,0,0,12,15.06974227,22.05507768,5.601723722,7.866089616,11.57271022,19.10916284,13.00295336,22.7,3.632497796,7.257111935,63587,1.342247197,6,12,12,14,14,5,7,7,7,7,1,5,5,7,7
41059,2015,21,76531,"Oregon","Umatilla",5,2,3,19.2,21.7,14.6,0.750782065,1.117049009,25.17726799,25.97106361,13.69134515,33,8.147954516,20.7421262,47053,29.06613607,0,5,5,6,6,0,5,5,6,6,0,0,0,0,0
41059,2016,29,76456,"Oregon","Umatilla",0,0,0,15.7,16.8,19.9,0.808291506,1.130304413,25.74147709,25.84577277,14.11120527,32.1,7.914888807,20.09432454,44780,29.06613607,5,5,10,10,11,2,2,7,7,8,3,3,3,3,3
41059,2017,28,76985,"Oregon","Umatilla",10,7,3,15.6,17.27676471,19.48187218,0.84802237,1.165540761,26.0587213,25.87186892,14.38502045,31.8,6.50073872,13.344412,49016,29.06613607,0,5,5,10,10,0,2,2,7,7,0,3,3,3,3
41059,2018,43,77516,"Oregon","Umatilla",8,4,4,15.8,18.30977887,18.4656632,0.865857487,1.124829968,26.37726274,25.72198389,14.78366642,33.4,5.417321099,11.49595775,49667,29.06613607,10,10,15,15,20,7,7,9,9,14,3,3,6,6,6
41059,2019,31,77950,"Oregon","Umatilla",1,1,0,13.9,18.30977887,18.4656632,0.883288952,1.131389232,26.81821134,25.42443333,15.19127103,34.9,4.834254144,10.14378311,51586,29.06613607,8,18,18,23,23,4,11,11,13,13,4,7,7,10,10
41067,2015,193,574326,"Oregon","Washington",2,1,1,10.5,11.9,15.2,1.796229162,9.559348176,16.13975596,24.64792539,11.43035265,25.6,6.279750629,14.92392986,63632,5.590039833,0,6,6,7,8,0,6,6,7,8,0,0,0,0,0
41067,2016,205,582779,"Oregon","Washington",0,0,0,9,12.1,20.9,1.857200203,9.897193241,16.28265109,24.33294612,11.85883431,24.4,5.723150065,14.88723942,66315,5.590039833,2,2,8,8,9,1,1,7,7,8,1,1,1,1,1
41067,2017,202,588957,"Oregon","Washington",7,6,1,8,12.3166474,20.49118214,1.921904981,10.08904351,16.44466731,23.95225012,12.20683027,24,4.770952855,10.66996659,70417,5.590039833,0,2,2,8,8,0,1,1,7,7,0,1,1,1,1
41067,2018,199,597695,"Oregon","Washington",6,5,1,8.8,12.51774341,20.85053826,1.940014997,10.45319066,16.48000357,23.60225746,12.60941112,25.9,4.165592404,7.667478915,75577,5.590039833,7,7,9,9,15,6,6,7,7,13,1,1,2,2,2
41067,2019,222,601592,"Oregon","Washington",0,0,0,8.2,12.51774341,20.85053826,2.030538732,10.93305623,16.80937658,23.26944072,12.93523975,28.5,3.49945205,6.001162225,80845,5.590039833,6,13,13,15,15,5,11,11,12,12,1,2,2,3,3
53005,2015,145,190309,"Washington","Benton",3,3,0,14.2,15.3,13.4,1.320425398,2.948191191,19.92346303,26.87792028,12.88986698,32,8.347211108,14.92422183,59264,10.57102245,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
53005,2016,151,193686,"Washington","Benton",0,0,0,10.5,13.8,20.6,1.34755424,2.970732387,20.42727068,26.66205506,13.39617987,31.4,7.658628737,16.38129361,58750,10.57102245,3,3,3,4,4,3,3,3,4,4,0,0,0,0,0
53005,2017,143,198171,"Washington","Benton",10,5,5,12,13.73291907,20.43814744,1.396675932,3.144885423,20.95591906,26.74545082,13.77233867,31.5,6.575013639,10.91026226,62698,10.57102245,0,3,3,3,4,0,3,3,3,4,0,0,0,0,0
53005,2018,122,201877,"Washington","Benton",7,4,3,9.8,13.41682884,20.11884252,1.372324277,3.197443285,21.40371529,26.78407319,14.11976085,29.5,6.54816101,7.374015433,63474,10.57102245,10,10,13,13,13,5,5,8,8,8,5,5,5,5,5
53005,2019,126,204390,"Washington","Benton",0,0,0,10.6,13.41682884,20.11884252,1.456318028,3.120537314,21.90330573,26.78948989,14.44055891,29.8,5.50138561,7.341451996,64717,10.57102245,7,17,17,20,20,4,9,9,12,12,3,8,8,8,8
53007,2015,86,75644,"Washington","Chelan",3,1,2,12.7,13.2,14.5,0.532669974,1.101842714,27.12155421,24.40277421,16.96026607,25.8,7.256600976,19.96330095,50033,27.22454557,6,6,24,25,25,5,5,9,10,10,1,1,15,15,15
53007,2016,83,76338,"Washington","Chelan",0,0,0,11.5,14,18.9,0.510806028,1.165066767,27.41325682,24.23580201,17.46125382,26.4,6.354980469,21.04329253,49174,27.22454557,3,9,9,27,28,1,6,6,10,11,2,3,3,17,17
53007,2017,92,76533,"Washington","Chelan",17,5,12,13.3,13.14002304,16.78676703,0.563164296,1.155412194,27.73253662,24.04685104,17.90888901,26.7,5.460298258,13.35555702,53604,27.22454557,0,3,9,9,27,0,1,6,6,10,0,2,3,3,17
53007,2018,98,77036,"Washington","Chelan",20,8,12,10.9,14.0137759,18.78662096,0.548874741,1.236605622,27.65726113,23.85050696,18.40367838,26.7,5.870164173,9.689783403,51930,27.22454557,17,17,20,26,26,5,5,6,11,11,12,12,14,15,15
53007,2019,101,77200,"Washington","Chelan",0,0,0,12.2,14.0137759,18.78662096,0.654619576,1.267427123,28.12642912,23.88120157,18.37246678,25.2,4.872186531,9.723037777,57284,27.22454557,20,37,37,40,46,8,13,13,14,19,12,24,24,26,27
53009,2015,56,73486,"Washington","Clallam",0,0,0,15.6,18.9,13.8,0.882287864,1.623520301,5.689235535,17.86702069,26.01228012,28.1,9.20769315,18.69548657,46531,35.4531959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53009,2016,47,74570,"Washington","Clallam",0,0,0,15.3,13.8,17.7,0.906277934,1.723165784,5.815856426,17.65247886,26.87065942,27.3,8.597201084,18.24055192,47185,35.4531959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53009,2017,73,75474,"Washington","Clallam",3,1,2,16.4,14.89986855,16.42171761,0.885883025,1.671066598,6.014751109,17.52714803,27.62158779,26.3,7.994933314,13.25821054,46708,35.4531959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53009,2018,77,76737,"Washington","Clallam",5,1,4,13.3,13.54605582,16.50768971,0.893120558,1.656161995,6.102990479,17.3555049,28.34249698,25.4,7.912568306,9.494855908,49502,35.4531959,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2
53009,2019,81,77331,"Washington","Clallam",0,0,0,11.2,13.54605582,16.50768971,0.922171874,1.813869677,6.331981875,17.34902086,28.79137186,27.3,6.817774913,8.856145494,49070,35.4531959,5,8,8,8,8,1,2,2,2,2,4,6,6,6,6
53011,2015,214,459495,"Washington","Clark",4,3,1,10.6,15.3,16,1.918132924,4.545116568,8.375298828,25.64773319,13.18764266,29.4,9.603431461,15.70174978,57886,13.7684754,1,7,7,11,11,1,7,7,11,11,0,0,0,0,0
53011,2016,214,467018,"Washington","Clark",0,0,0,9,14.2,19.1,1.945198311,4.624751667,8.671686533,25.23480737,13.75807081,30,7.852222738,15.21961105,61747,13.7684754,4,5,11,11,15,3,4,10,10,14,1,1,1,1,1
53011,2017,190,474643,"Washington","Clark",5,3,2,10.2,14.72255447,18.84461033,1.97782348,4.74042155,9.039924265,24.92649539,14.21625915,29.9,6.357504216,10.27850068,64282,13.7684754,0,4,5,11,11,0,3,4,10,10,0,1,1,1,1
53011,2018,245,481857,"Washington","Clark",4,4,0,8.8,14.25176367,18.03405535,1.976797468,4.629586012,9.316557392,24.63823664,14.72555662,28.5,6.254079635,6.941315885,68937,13.7684754,5,5,9,10,16,3,3,6,7,13,2,2,3,3,3
53011,2019,248,488241,"Washington","Clark",0,0,0,9.2,14.25176367,18.03405535,2.010774414,4.819833011,9.652517787,24.31722368,14.94323102,28.4,5.101547176,6.537181022,74243,13.7684754,4,9,9,13,14,4,7,7,10,11,0,2,2,3,3
