"FIPS","Year","STATE","COUNTY","PM2_5GE_Threshold","PM2_5GT35LE50","PM2_5GT50"
"06011",2018,"California","Colusa",21,8,13
"06013",2018,"California","Contra Costa",14,3,11
"06015",2018,"California","Del Norte",0,0,0
"06017",2018,"California","El Dorado",4,4,0
"06019",2018,"California","Fresno",18,9,9
"06021",2018,"California","Glenn",17,8,9
"06023",2018,"California","Humboldt",5,4,1
"06025",2018,"California","Imperial",6,5,1
"06027",2018,"California","Inyo",7,4,3
"06029",2018,"California","Kern",9,7,2
"06031",2018,"California","Kings",33,20,13
"06033",2018,"California","Lake",3,1,2
"06037",2018,"California","Los Angeles",2,1,1
"06039",2018,"California","Madera",24,17,7
"06041",2018,"California","Marin",13,2,11
"06043",2018,"California","Mariposa",31,0,31
"06045",2018,"California","Mendocino",15,7,8
"06047",2018,"California","Merced",25,13,12
"06051",2018,"California","Mono",20,9,11
"06053",2018,"California","Monterey",7,6,1
"06055",2018,"California","Napa",12,3,9
"06057",2018,"California","Nevada",12,7,5
"06059",2018,"California","Orange",6,4,2
"06061",2018,"California","Placer",13,7,6
"06063",2018,"California","Plumas",10,8,2
"06065",2018,"California","Riverside",1,1,0
"06067",2018,"California","Sacramento",13,3,10
"06069",2018,"California","San Benito",8,8,0
"06071",2018,"California","San Bernardino",1,1,0
"06073",2018,"California","San Diego",0,0,0
"06075",2018,"California","San Francisco",14,2,12
"06077",2018,"California","San Joaquin",17,6,11
"06079",2018,"California","San Luis Obispo",1,1,0
"06081",2018,"California","San Mateo",13,2,11
"06083",2018,"California","Santa Barbara",1,1,0
"06085",2018,"California","Santa Clara",13,2,11
"06087",2018,"California","Santa Cruz",8,4,4
"06089",2018,"California","Shasta",8,2,6
"06093",2018,"California","Siskiyou",36,8,28
"06095",2018,"California","Solano",13,2,11
"06097",2018,"California","Sonoma",13,2,11
"06099",2018,"California","Stanislaus",21,8,13
"06101",2018,"California","Sutter",20,7,13
"06103",2018,"California","Tehama",24,9,15
"06105",2018,"California","Trinity",17,9,8
"06107",2018,"California","Tulare",30,17,13
"06111",2018,"California","Ventura",0,0,0
"06113",2018,"California","Yolo",12,2,10
"06001",2017,"California","Alameda",7,5,2
"06007",2017,"California","Butte",3,3,0
"06009",2017,"California","Calaveras",4,3,1
"06011",2017,"California","Colusa",5,3,2
"06013",2017,"California","Contra Costa",8,5,3
"06015",2017,"California","Del Norte",2,0,2
"06017",2017,"California","El Dorado",0,0,0
"06019",2017,"California","Fresno",17,12,5
"06021",2017,"California","Glenn",6,5,1
"06023",2017,"California","Humboldt",7,4,3
"06025",2017,"California","Imperial",7,6,1
"06027",2017,"California","Inyo",3,2,1
"06029",2017,"California","Kern",6,6,0
"06031",2017,"California","Kings",31,13,18
"06033",2017,"California","Lake",2,1,1
"06037",2017,"California","Los Angeles",3,2,1
"06039",2017,"California","Madera",17,12,5
"06041",2017,"California","Marin",6,4,2
"06043",2017,"California","Mariposa",23,13,10
"06045",2017,"California","Mendocino",5,4,1
"06047",2017,"California","Merced",17,14,3
"06051",2017,"California","Mono",1,1,0
"06053",2017,"California","Monterey",1,1,0
"06055",2017,"California","Napa",13,5,8
"06057",2017,"California","Nevada",1,0,1
"06059",2017,"California","Orange",8,6,2
"06061",2017,"California","Placer",0,0,0
"06063",2017,"California","Plumas",18,12,6
"06065",2017,"California","Riverside",0,0,0
"06067",2017,"California","Sacramento",1,1,0
"06069",2017,"California","San Benito",0,0,0
"06071",2017,"California","San Bernardino",0,0,0
"06073",2017,"California","San Diego",0,0,0
"06075",2017,"California","San Francisco",8,8,0
"06077",2017,"California","San Joaquin",11,11,0
"06079",2017,"California","San Luis Obispo",0,0,0
"06081",2017,"California","San Mateo",7,5,2
"06083",2017,"California","Santa Barbara",7,3,4
"06085",2017,"California","Santa Clara",7,7,0
"06087",2017,"California","Santa Cruz",2,2,0
"06089",2017,"California","Shasta",1,0,1
"06093",2017,"California","Siskiyou",2,1,1
"06095",2017,"California","Solano",9,5,4
"06097",2017,"California","Sonoma",4,1,3
"06099",2017,"California","Stanislaus",27,20,7
"06101",2017,"California","Sutter",6,6,0
"06103",2017,"California","Tehama",5,2,3
"06105",2017,"California","Trinity",10,4,6
"06107",2017,"California","Tulare",24,10,14
"06111",2017,"California","Ventura",7,5,2
"06113",2017,"California","Yolo",7,6,1
"06001",2016,"California","Alameda",0,0,0
"06003",2016,"California","Alpine",0,0,0
"06007",2016,"California","Butte",1,1,0
"06009",2016,"California","Calaveras",0,0,0
"06011",2016,"California","Colusa",0,0,0
"06013",2016,"California","Contra Costa",0,0,0
"06015",2016,"California","Del Norte",0,0,0
"06017",2016,"California","El Dorado",0,0,0
"06019",2016,"California","Fresno",4,4,0
"06021",2016,"California","Glenn",0,0,0
"06023",2016,"California","Humboldt",0,0,0
"06025",2016,"California","Imperial",3,3,0
"06027",2016,"California","Inyo",1,1,0
"06029",2016,"California","Kern",1,1,0
"06031",2016,"California","Kings",25,20,5
"06033",2016,"California","Lake",0,0,0
"06037",2016,"California","Los Angeles",0,0,0
"06039",2016,"California","Madera",8,8,0
"06041",2016,"California","Marin",0,0,0
"06043",2016,"California","Mariposa",1,1,0
"06045",2016,"California","Mendocino",0,0,0
"06047",2016,"California","Merced",6,6,0
"06051",2016,"California","Mono",0,0,0
"06053",2016,"California","Monterey",1,1,0
"06055",2016,"California","Napa",0,0,0
"06057",2016,"California","Nevada",0,0,0
"06059",2016,"California","Orange",2,2,0
"06061",2016,"California","Placer",0,0,0
"06063",2016,"California","Plumas",5,5,0
"06065",2016,"California","Riverside",0,0,0
"06067",2016,"California","Sacramento",0,0,0
"06069",2016,"California","San Benito",0,0,0
"06071",2016,"California","San Bernardino",0,0,0
"06073",2016,"California","San Diego",0,0,0
"06075",2016,"California","San Francisco",0,0,0
"06077",2016,"California","San Joaquin",1,1,0
"06079",2016,"California","San Luis Obispo",0,0,0
"06081",2016,"California","San Mateo",0,0,0
"06083",2016,"California","Santa Barbara",0,0,0
"06085",2016,"California","Santa Clara",0,0,0
"06087",2016,"California","Santa Cruz",0,0,0
"06089",2016,"California","Shasta",0,0,0
"06093",2016,"California","Siskiyou",0,0,0
"06095",2016,"California","Solano",0,0,0
"06097",2016,"California","Sonoma",0,0,0
"06099",2016,"California","Stanislaus",11,10,1
"06101",2016,"California","Sutter",0,0,0
"06103",2016,"California","Tehama",0,0,0
"06105",2016,"California","Trinity",0,0,0
"06107",2016,"California","Tulare",15,14,1
"06111",2016,"California","Ventura",0,0,0
"06113",2016,"California","Yolo",0,0,0
"06001",2015,"California","Alameda",0,0,0
"06003",2015,"California","Alpine",17,8,9
"06007",2015,"California","Butte",0,0,0
"06009",2015,"California","Calaveras",4,0,4
"06011",2015,"California","Colusa",2,2,0
"06013",2015,"California","Contra Costa",0,0,0
"06015",2015,"California","Del Norte",0,0,0
"06017",2015,"California","El Dorado",0,0,0
"06019",2015,"California","Fresno",9,5,4
"06021",2015,"California","Glenn",0,0,0
"06023",2015,"California","Humboldt",0,0,0
"06025",2015,"California","Imperial",5,3,2
"06027",2015,"California","Inyo",4,3,1
"06029",2015,"California","Kern",6,3,3
"06031",2015,"California","Kings",27,18,9
"06033",2015,"California","Lake",1,0,1
"06037",2015,"California","Los Angeles",5,5,0
"06039",2015,"California","Madera",12,6,6
"06041",2015,"California","Marin",3,3,0
"06043",2015,"California","Mariposa",4,1,3
"06045",2015,"California","Mendocino",3,1,2
"06047",2015,"California","Merced",17,14,3
"06051",2015,"California","Mono",0,0,0
"06053",2015,"California","Monterey",0,0,0
"06055",2015,"California","Napa",1,1,0
"06057",2015,"California","Nevada",0,0,0
"06059",2015,"California","Orange",5,5,0
"06061",2015,"California","Placer",1,0,1
"06063",2015,"California","Plumas",12,11,1
"06065",2015,"California","Riverside",1,1,0
"06067",2015,"California","Sacramento",6,6,0
"06069",2015,"California","San Benito",0,0,0
"06071",2015,"California","San Bernardino",1,1,0
"06073",2015,"California","San Diego",0,0,0
"06075",2015,"California","San Francisco",1,1,0
"06077",2015,"California","San Joaquin",9,9,0
"06079",2015,"California","San Luis Obispo",0,0,0
"06081",2015,"California","San Mateo",0,0,0
"06083",2015,"California","Santa Barbara",0,0,0
"06085",2015,"California","Santa Clara",1,1,0
"06087",2015,"California","Santa Cruz",0,0,0
"06089",2015,"California","Shasta",1,1,0
"06093",2015,"California","Siskiyou",3,3,0
"06095",2015,"California","Solano",3,3,0
"06097",2015,"California","Sonoma",0,0,0
"06099",2015,"California","Stanislaus",12,10,2
"06101",2015,"California","Sutter",0,0,0
"06103",2015,"California","Tehama",3,2,1
"06105",2015,"California","Trinity",0,0,0
"06107",2015,"California","Tulare",17,11,6
"06111",2015,"California","Ventura",0,0,0
"06113",2015,"California","Yolo",1,1,0
"06001",2014,"California","Alameda",1,1,0
"06003",2014,"California","Alpine",0,0,0
"06007",2014,"California","Butte",2,2,0
"06009",2014,"California","Calaveras",0,0,0
"06011",2014,"California","Colusa",0,0,0
"06013",2014,"California","Contra Costa",0,0,0
"06015",2014,"California","Del Norte",0,0,0
"06017",2014,"California","El Dorado",1,0,1
"06019",2014,"California","Fresno",22,13,9
"06021",2014,"California","Glenn",0,0,0
"06023",2014,"California","Humboldt",1,1,0
"06025",2014,"California","Imperial",10,8,2
"06027",2014,"California","Inyo",7,1,6
"06029",2014,"California","Kern",19,15,4
"06031",2014,"California","Kings",30,4,26
"06033",2014,"California","Lake",0,0,0
"06037",2014,"California","Los Angeles",1,0,1
"06039",2014,"California","Madera",14,8,6
"06041",2014,"California","Marin",1,1,0
"06043",2014,"California","Mariposa",5,4,1
"06045",2014,"California","Mendocino",0,0,0
"06047",2014,"California","Merced",18,15,3
"06051",2014,"California","Mono",0,0,0
"06053",2014,"California","Monterey",0,0,0
"06055",2014,"California","Napa",0,0,0
"06057",2014,"California","Nevada",2,1,1
"06059",2014,"California","Orange",6,6,0
"06061",2014,"California","Placer",3,1,2
"06063",2014,"California","Plumas",10,9,1
"06065",2014,"California","Riverside",1,1,0
"06067",2014,"California","Sacramento",0,0,0
"06069",2014,"California","San Benito",0,0,0
"06071",2014,"California","San Bernardino",0,0,0
"06073",2014,"California","San Diego",1,1,0
"06075",2014,"California","San Francisco",0,0,0
"06077",2014,"California","San Joaquin",9,9,0
"06079",2014,"California","San Luis Obispo",0,0,0
"06081",2014,"California","San Mateo",1,1,0
"06083",2014,"California","Santa Barbara",0,0,0
"06085",2014,"California","Santa Clara",1,1,0
"06087",2014,"California","Santa Cruz",0,0,0
"06089",2014,"California","Shasta",0,0,0
"06093",2014,"California","Siskiyou",2,1,1
"06095",2014,"California","Solano",1,1,0
"06097",2014,"California","Sonoma",0,0,0
"06099",2014,"California","Stanislaus",20,12,8
"06101",2014,"California","Sutter",3,3,0
"06103",2014,"California","Tehama",0,0,0
"06105",2014,"California","Trinity",0,0,0
"06107",2014,"California","Tulare",31,14,17
"06111",2014,"California","Ventura",0,0,0
"06113",2014,"California","Yolo",0,0,0
"06001",2013,"California","Alameda",2,2,0
"06003",2013,"California","Alpine",7,0,7
"06007",2013,"California","Butte",0,0,0
"06009",2013,"California","Calaveras",1,1,0
"06011",2013,"California","Colusa",0,0,0
"06013",2013,"California","Contra Costa",2,2,0
"06015",2013,"California","Del Norte",0,0,0
"06017",2013,"California","El Dorado",0,0,0
"06019",2013,"California","Fresno",21,17,4
"06021",2013,"California","Glenn",1,1,0
"06023",2013,"California","Humboldt",1,1,0
"06025",2013,"California","Imperial",0,0,0
"06027",2013,"California","Inyo",7,0,7
"06029",2013,"California","Kern",19,16,3
"06031",2013,"California","Kings",45,29,16
"06033",2013,"California","Lake",0,0,0
"06037",2013,"California","Los Angeles",0,0,0
"06039",2013,"California","Madera",12,11,1
"06041",2013,"California","Marin",1,1,0
"06043",2013,"California","Mariposa",1,0,1
"06045",2013,"California","Mendocino",0,0,0
"06047",2013,"California","Merced",20,17,3
"06051",2013,"California","Mono",0,0,0
"06053",2013,"California","Monterey",0,0,0
"06055",2013,"California","Napa",1,1,0
"06057",2013,"California","Nevada",1,1,0
"06059",2013,"California","Orange",1,1,0
"06061",2013,"California","Placer",3,2,1
"06063",2013,"California","Plumas",11,8,3
"06065",2013,"California","Riverside",2,2,0
"06067",2013,"California","Sacramento",5,5,0
"06069",2013,"California","San Benito",0,0,0
"06071",2013,"California","San Bernardino",1,1,0
"06073",2013,"California","San Diego",0,0,0
"06075",2013,"California","San Francisco",2,2,0
"06077",2013,"California","San Joaquin",16,13,3
"06079",2013,"California","San Luis Obispo",0,0,0
"06081",2013,"California","San Mateo",3,3,0
"06083",2013,"California","Santa Barbara",0,0,0
"06085",2013,"California","Santa Clara",1,1,0
"06087",2013,"California","Santa Cruz",0,0,0
"06089",2013,"California","Shasta",0,0,0
"06093",2013,"California","Siskiyou",2,2,0
"06095",2013,"California","Solano",8,8,0
"06097",2013,"California","Sonoma",0,0,0
"06099",2013,"California","Stanislaus",39,25,14
"06101",2013,"California","Sutter",2,2,0
"06103",2013,"California","Tehama",0,0,0
"06105",2013,"California","Trinity",13,12,1
"06107",2013,"California","Tulare",34,23,11
"06111",2013,"California","Ventura",0,0,0
"06113",2013,"California","Yolo",0,0,0
"06001",2012,"California","Alameda",0,0,0
"06003",2012,"California","Alpine",1,1,0
"06007",2012,"California","Butte",5,3,2
"06009",2012,"California","Calaveras",0,0,0
"06011",2012,"California","Colusa",4,1,3
"06013",2012,"California","Contra Costa",0,0,0
"06015",2012,"California","Del Norte",0,0,0
"06017",2012,"California","El Dorado",0,0,0
"06019",2012,"California","Fresno",14,12,2
"06021",2012,"California","Glenn",1,1,0
"06023",2012,"California","Humboldt",0,0,0
"06025",2012,"California","Imperial",1,1,0
"06027",2012,"California","Inyo",4,1,3
"06029",2012,"California","Kern",13,11,2
"06031",2012,"California","Kings",25,18,7
"06033",2012,"California","Lake",0,0,0
"06037",2012,"California","Los Angeles",2,2,0
"06039",2012,"California","Madera",9,6,3
"06041",2012,"California","Marin",0,0,0
"06043",2012,"California","Mariposa",0,0,0
"06045",2012,"California","Mendocino",0,0,0
"06047",2012,"California","Merced",7,7,0
"06051",2012,"California","Mono",0,0,0
"06053",2012,"California","Monterey",0,0,0
"06055",2012,"California","Napa",0,0,0
"06057",2012,"California","Nevada",0,0,0
"06059",2012,"California","Orange",3,2,1
"06061",2012,"California","Placer",2,1,1
"06063",2012,"California","Plumas",4,4,0
"06065",2012,"California","Riverside",0,0,0
"06067",2012,"California","Sacramento",1,1,0
"06069",2012,"California","San Benito",0,0,0
"06071",2012,"California","San Bernardino",0,0,0
"06073",2012,"California","San Diego",1,1,0
"06075",2012,"California","San Francisco",1,1,0
"06077",2012,"California","San Joaquin",4,3,1
"06079",2012,"California","San Luis Obispo",0,0,0
"06081",2012,"California","San Mateo",0,0,0
"06083",2012,"California","Santa Barbara",0,0,0
"06085",2012,"California","Santa Clara",0,0,0
"06087",2012,"California","Santa Cruz",0,0,0
"06089",2012,"California","Shasta",0,0,0
"06093",2012,"California","Siskiyou",2,0,2
"06095",2012,"California","Solano",1,1,0
"06097",2012,"California","Sonoma",0,0,0
"06099",2012,"California","Stanislaus",17,14,3
"06101",2012,"California","Sutter",2,2,0
"06103",2012,"California","Tehama",3,3,0
"06105",2012,"California","Trinity",26,18,8
"06107",2012,"California","Tulare",16,11,5
"06111",2012,"California","Ventura",0,0,0
"06113",2012,"California","Yolo",0,0,0
"06001",2011,"California","Alameda",2,2,0
"06003",2011,"California","Alpine",0,0,0
"06007",2011,"California","Butte",2,2,0
"06009",2011,"California","Calaveras",0,0,0
"06011",2011,"California","Colusa",0,0,0
"06013",2011,"California","Contra Costa",2,2,0
"06015",2011,"California","Del Norte",0,0,0
"06017",2011,"California","El Dorado",0,0,0
"06019",2011,"California","Fresno",23,14,9
"06021",2011,"California","Glenn",1,1,0
"06023",2011,"California","Humboldt",0,0,0
"06025",2011,"California","Imperial",2,2,0
"06027",2011,"California","Inyo",9,3,6
"06029",2011,"California","Kern",9,8,1
"06031",2011,"California","Kings",37,23,14
"06033",2011,"California","Lake",0,0,0
"06037",2011,"California","Los Angeles",3,3,0
"06039",2011,"California","Madera",27,14,13
"06041",2011,"California","Marin",1,1,0
"06043",2011,"California","Mariposa",1,1,0
"06045",2011,"California","Mendocino",0,0,0
"06047",2011,"California","Merced",20,17,3
"06051",2011,"California","Mono",0,0,0
"06053",2011,"California","Monterey",0,0,0
"06055",2011,"California","Napa",2,2,0
"06057",2011,"California","Nevada",0,0,0
"06059",2011,"California","Orange",3,3,0
"06061",2011,"California","Placer",6,6,0
"06063",2011,"California","Plumas",2,2,0
"06065",2011,"California","Riverside",2,2,0
"06067",2011,"California","Sacramento",13,10,3
"06069",2011,"California","San Benito",0,0,0
"06071",2011,"California","San Bernardino",19,19,0
"06073",2011,"California","San Diego",1,1,0
"06075",2011,"California","San Francisco",2,2,0
"06077",2011,"California","San Joaquin",9,8,1
"06079",2011,"California","San Luis Obispo",0,0,0
"06081",2011,"California","San Mateo",1,1,0
"06083",2011,"California","Santa Barbara",0,0,0
"06085",2011,"California","Santa Clara",1,1,0
"06087",2011,"California","Santa Cruz",0,0,0
"06089",2011,"California","Shasta",1,0,1
"06093",2011,"California","Siskiyou",0,0,0
"06095",2011,"California","Solano",7,6,1
"06097",2011,"California","Sonoma",0,0,0
"06099",2011,"California","Stanislaus",29,17,12
"06101",2011,"California","Sutter",8,7,1
"06103",2011,"California","Tehama",1,1,0
"06105",2011,"California","Trinity",22,20,2
"06107",2011,"California","Tulare",27,21,6
"06111",2011,"California","Ventura",0,0,0
"06113",2011,"California","Yolo",5,5,0
"06001",2010,"California","Alameda",0,0,0
"06007",2010,"California","Butte",0,0,0
"06009",2010,"California","Calaveras",0,0,0
"06011",2010,"California","Colusa",0,0,0
"06013",2010,"California","Contra Costa",2,2,0
"06015",2010,"California","Del Norte",0,0,0
"06017",2010,"California","El Dorado",0,0,0
"06019",2010,"California","Fresno",6,5,1
"06021",2010,"California","Glenn",0,0,0
"06023",2010,"California","Humboldt",0,0,0
"06025",2010,"California","Imperial",1,1,0
"06027",2010,"California","Inyo",3,1,2
"06029",2010,"California","Kern",14,13,1
"06031",2010,"California","Kings",23,17,6
"06033",2010,"California","Lake",0,0,0
"06037",2010,"California","Los Angeles",0,0,0
"06039",2010,"California","Madera",9,4,5
"06041",2010,"California","Marin",2,2,0
"06043",2010,"California","Mariposa",2,1,1
"06045",2010,"California","Mendocino",0,0,0
"06047",2010,"California","Merced",12,10,2
"06051",2010,"California","Mono",0,0,0
"06053",2010,"California","Monterey",0,0,0
"06055",2010,"California","Napa",0,0,0
"06057",2010,"California","Nevada",0,0,0
"06059",2010,"California","Orange",1,1,0
"06061",2010,"California","Placer",2,1,1
"06063",2010,"California","Plumas",1,1,0
"06065",2010,"California","Riverside",2,2,0
"06067",2010,"California","Sacramento",2,2,0
"06069",2010,"California","San Benito",0,0,0
"06071",2010,"California","San Bernardino",1,1,0
"06073",2010,"California","San Diego",0,0,0
"06075",2010,"California","San Francisco",3,3,0
"06077",2010,"California","San Joaquin",2,2,0
"06079",2010,"California","San Luis Obispo",0,0,0
"06081",2010,"California","San Mateo",1,1,0
"06083",2010,"California","Santa Barbara",0,0,0
"06085",2010,"California","Santa Clara",0,0,0
"06087",2010,"California","Santa Cruz",0,0,0
"06089",2010,"California","Shasta",1,1,0
"06093",2010,"California","Siskiyou",0,0,0
"06095",2010,"California","Solano",0,0,0
"06097",2010,"California","Sonoma",0,0,0
"06099",2010,"California","Stanislaus",16,14,2
"06101",2010,"California","Sutter",1,0,1
"06103",2010,"California","Tehama",0,0,0
"06105",2010,"California","Trinity",0,0,0
"06107",2010,"California","Tulare",8,7,1
"06111",2010,"California","Ventura",0,0,0
"06113",2010,"California","Yolo",1,1,0
