"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Baldwin County, AL"	"01003"	"1999"	"1999"	10	137555	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2000"	"2000"	16	140415	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2001"	"2001"	18	144875	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2002"	"2002"	23	147957	15.5	13.7	0.0%
	"Baldwin County, AL"	"01003"	"2003"	"2003"	21	151509	13.9	11.8	0.0%
	"Baldwin County, AL"	"01003"	"2004"	"2004"	12	156266	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2005"	"2005"	15	162183	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2006"	"2006"	22	168121	13.1	11.3	0.0%
	"Baldwin County, AL"	"01003"	"2007"	"2007"	18	172404	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2008"	"2008"	24	175827	13.6	11.7	0.0%
	"Baldwin County, AL"	"01003"	"2009"	"2009"	27	179406	15.0	12.4	0.0%
	"Baldwin County, AL"	"01003"	"2010"	"2010"	24	182265	13.2	11.0	0.0%
	"Baldwin County, AL"	"01003"	"2011"	"2011"	21	186717	11.2	9.2	0.0%
	"Baldwin County, AL"	"01003"	"2012"	"2012"	17	190790	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2013"	"2013"	29	195540	14.8	11.5	0.0%
	"Baldwin County, AL"	"01003"	"2014"	"2014"	19	200111	Unreliable	Unreliable	0.0%
	"Baldwin County, AL"	"01003"	"2015"	"2015"	25	203709	12.3	9.3	0.0%
	"Baldwin County, AL"	"01003"	"2016"	"2016"	21	208563	10.1	7.3	0.0%
	"Baldwin County, AL"	"01003"	"2017"	"2017"	33	212628	15.5	11.4	0.0%
	"Baldwin County, AL"	"01003"	"2018"	"2018"	24	218022	11.0	8.0	0.0%
	"Baldwin County, AL"	"01003"	"2019"	"2019"	36	223234	16.1	10.9	0.0%
	"Baldwin County, AL"	"01003"	"2020 "	"2020"	31	229287	13.5	9.4	0.0%
	"Blount County, AL"	"01009"	"2015"	"2015"	11	57673	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2006"	"2006"	11	115388	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2012"	"2012"	14	117296	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2013"	"2013"	11	116736	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2014"	"2014"	16	115916	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2015"	"2015"	12	115620	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2017"	"2017"	17	114728	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2018"	"2018"	20	114277	17.5	13.6	0.0%
	"Calhoun County, AL"	"01015"	"2019"	"2019"	14	113605	Unreliable	Unreliable	0.0%
	"Calhoun County, AL"	"01015"	"2020 "	"2020"	11	113469	Unreliable	Unreliable	0.0%
	"Colbert County, AL"	"01033"	"2007"	"2007"	11	54486	Unreliable	Unreliable	0.0%
	"Colbert County, AL"	"01033"	"2008"	"2008"	10	54473	Unreliable	Unreliable	0.0%
	"Colbert County, AL"	"01033"	"2013"	"2013"	12	54520	Unreliable	Unreliable	0.0%
	"Colbert County, AL"	"01033"	"2019"	"2019"	13	55241	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2010"	"2010"	12	80406	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2012"	"2012"	11	80440	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2013"	"2013"	10	80811	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2015"	"2015"	10	82005	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2016"	"2016"	14	82471	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2017"	"2017"	18	82755	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2018"	"2018"	17	83442	Unreliable	Unreliable	0.0%
	"Cullman County, AL"	"01043"	"2020 "	"2020"	13	84515	Unreliable	Unreliable	0.0%
	"Dale County, AL"	"01045"	"2016"	"2016"	10	49226	Unreliable	Unreliable	0.0%
	"DeKalb County, AL"	"01049"	"2013"	"2013"	12	71013	Unreliable	Unreliable	0.0%
	"DeKalb County, AL"	"01049"	"2020 "	"2020"	11	71658	Unreliable	Unreliable	0.0%
	"Elmore County, AL"	"01051"	"2017"	"2017"	12	81677	Unreliable	Unreliable	0.0%
	"Elmore County, AL"	"01051"	"2018"	"2018"	10	81887	Unreliable	Unreliable	0.0%
	"Elmore County, AL"	"01051"	"2019"	"2019"	10	81209	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2005"	"2005"	13	103174	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2007"	"2007"	11	103893	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2008"	"2008"	10	104206	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2009"	"2009"	11	104239	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2014"	"2014"	15	103531	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2015"	"2015"	15	103057	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2016"	"2016"	10	102564	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2017"	"2017"	12	102755	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2018"	"2018"	15	102501	Unreliable	Unreliable	0.0%
	"Etowah County, AL"	"01055"	"2020 "	"2020"	17	102371	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2001"	"2001"	10	89490	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2007"	"2007"	12	97727	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2011"	"2011"	11	102369	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2013"	"2013"	15	103668	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2015"	"2015"	11	104173	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2016"	"2016"	11	104056	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2018"	"2018"	16	104722	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2019"	"2019"	14	105882	Unreliable	Unreliable	0.0%
	"Houston County, AL"	"01069"	"2020 "	"2020"	17	106580	Unreliable	Unreliable	0.0%
	"Jackson County, AL"	"01071"	"2016"	"2016"	15	52138	Unreliable	Unreliable	0.0%
	"Jefferson County, AL"	"01073"	"1999"	"1999"	39	662845	5.9	5.4	0.0%
	"Jefferson County, AL"	"01073"	"2000"	"2000"	40	662047	6.0	5.6	0.0%
	"Jefferson County, AL"	"01073"	"2001"	"2001"	43	660197	6.5	6.1	0.0%
	"Jefferson County, AL"	"01073"	"2002"	"2002"	42	657518	6.4	5.9	0.0%
	"Jefferson County, AL"	"01073"	"2003"	"2003"	59	657513	9.0	8.3	0.0%
	"Jefferson County, AL"	"01073"	"2004"	"2004"	42	656023	6.4	6.0	0.0%
	"Jefferson County, AL"	"01073"	"2005"	"2005"	50	654919	7.6	7.1	0.0%
	"Jefferson County, AL"	"01073"	"2006"	"2006"	46	655893	7.0	6.5	0.0%
	"Jefferson County, AL"	"01073"	"2007"	"2007"	54	655163	8.2	7.6	0.0%
	"Jefferson County, AL"	"01073"	"2008"	"2008"	53	656510	8.1	7.2	0.0%
	"Jefferson County, AL"	"01073"	"2009"	"2009"	58	658441	8.8	8.0	0.0%
	"Jefferson County, AL"	"01073"	"2010"	"2010"	62	658466	9.4	8.9	0.0%
	"Jefferson County, AL"	"01073"	"2011"	"2011"	59	658931	9.0	8.1	0.0%
	"Jefferson County, AL"	"01073"	"2012"	"2012"	52	660009	7.9	6.8	0.0%
	"Jefferson County, AL"	"01073"	"2013"	"2013"	64	659479	9.7	8.7	0.0%
	"Jefferson County, AL"	"01073"	"2014"	"2014"	58	660793	8.8	8.0	0.0%
	"Jefferson County, AL"	"01073"	"2015"	"2015"	53	660367	8.0	7.3	0.0%
	"Jefferson County, AL"	"01073"	"2016"	"2016"	78	659521	11.8	10.2	0.0%
	"Jefferson County, AL"	"01073"	"2017"	"2017"	63	659197	9.6	8.3	0.0%
	"Jefferson County, AL"	"01073"	"2018"	"2018"	83	659300	12.6	10.4	0.0%
	"Jefferson County, AL"	"01073"	"2019"	"2019"	73	658573	11.1	9.2	0.0%
	"Jefferson County, AL"	"01073"	"2020 "	"2020"	121	655342	18.5	15.4	0.0%
	"Lauderdale County, AL"	"01077"	"2004"	"2004"	10	88732	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2005"	"2005"	13	89358	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2006"	"2006"	11	90294	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2007"	"2007"	15	91107	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2008"	"2008"	12	92202	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2009"	"2009"	13	92526	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2010"	"2010"	10	92709	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2014"	"2014"	17	93096	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2016"	"2016"	13	92318	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2017"	"2017"	13	92538	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2019"	"2019"	14	92729	Unreliable	Unreliable	0.0%
	"Lauderdale County, AL"	"01077"	"2020 "	"2020"	13	93368	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2006"	"2006"	10	129247	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2015"	"2015"	12	156993	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2016"	"2016"	11	158991	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2017"	"2017"	18	161604	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2018"	"2018"	14	163941	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2019"	"2019"	15	164542	Unreliable	Unreliable	0.0%
	"Lee County, AL"	"01081"	"2020 "	"2020"	16	166831	Unreliable	Unreliable	0.0%
	"Limestone County, AL"	"01083"	"2013"	"2013"	10	88845	Unreliable	Unreliable	0.0%
	"Limestone County, AL"	"01083"	"2015"	"2015"	17	91663	Unreliable	Unreliable	0.0%
	"Limestone County, AL"	"01083"	"2020 "	"2020"	16	102228	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"1999"	"1999"	10	274692	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"2000"	"2000"	21	276700	7.6	10.0	0.0%
	"Madison County, AL"	"01089"	"2001"	"2001"	15	281517	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"2002"	"2002"	18	286439	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"2003"	"2003"	15	291342	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"2004"	"2004"	23	295655	7.8	9.5	0.0%
	"Madison County, AL"	"01089"	"2005"	"2005"	19	301474	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"2006"	"2006"	15	309170	Unreliable	Unreliable	0.0%
	"Madison County, AL"	"01089"	"2007"	"2007"	34	315859	10.8	12.7	0.0%
	"Madison County, AL"	"01089"	"2008"	"2008"	21	323526	6.5	7.6	0.0%
	"Madison County, AL"	"01089"	"2009"	"2009"	28	330856	8.5	9.5	0.0%
	"Madison County, AL"	"01089"	"2010"	"2010"	24	334811	7.2	7.9	0.0%
	"Madison County, AL"	"01089"	"2011"	"2011"	35	340111	10.3	11.3	0.0%
	"Madison County, AL"	"01089"	"2012"	"2012"	40	343080	11.7	12.2	0.0%
	"Madison County, AL"	"01089"	"2013"	"2013"	33	346892	9.5	9.7	0.0%
	"Madison County, AL"	"01089"	"2014"	"2014"	44	350299	12.6	12.5	0.0%
	"Madison County, AL"	"01089"	"2015"	"2015"	52	353089	14.7	14.4	0.0%
	"Madison County, AL"	"01089"	"2016"	"2016"	51	356967	14.3	13.4	0.0%
	"Madison County, AL"	"01089"	"2017"	"2017"	59	361046	16.3	15.4	0.0%
	"Madison County, AL"	"01089"	"2018"	"2018"	45	366519	12.3	10.7	0.0%
	"Madison County, AL"	"01089"	"2019"	"2019"	47	372909	12.6	11.5	0.0%
	"Madison County, AL"	"01089"	"2020 "	"2020"	51	379453	13.4	11.7	0.0%
	"Marshall County, AL"	"01095"	"2009"	"2009"	11	92213	Unreliable	Unreliable	0.0%
	"Marshall County, AL"	"01095"	"2012"	"2012"	12	94776	Unreliable	Unreliable	0.0%
	"Marshall County, AL"	"01095"	"2014"	"2014"	11	94636	Unreliable	Unreliable	0.0%
	"Marshall County, AL"	"01095"	"2015"	"2015"	11	94725	Unreliable	Unreliable	0.0%
	"Marshall County, AL"	"01095"	"2018"	"2018"	13	96109	Unreliable	Unreliable	0.0%
	"Marshall County, AL"	"01095"	"2020 "	"2020"	14	96990	Unreliable	Unreliable	0.0%
	"Mobile County, AL"	"01097"	"1999"	"1999"	18	399323	Unreliable	Unreliable	0.0%
	"Mobile County, AL"	"01097"	"2000"	"2000"	17	399843	Unreliable	Unreliable	0.0%
	"Mobile County, AL"	"01097"	"2001"	"2001"	17	400129	Unreliable	Unreliable	0.0%
	"Mobile County, AL"	"01097"	"2002"	"2002"	22	398549	5.5	5.9	0.0%
	"Mobile County, AL"	"01097"	"2003"	"2003"	24	398082	6.0	6.4	0.0%
	"Mobile County, AL"	"01097"	"2004"	"2004"	22	397959	5.5	6.0	0.0%
	"Mobile County, AL"	"01097"	"2005"	"2005"	27	398942	6.8	7.3	0.0%
	"Mobile County, AL"	"01097"	"2006"	"2006"	22	402916	5.5	5.7	0.0%
	"Mobile County, AL"	"01097"	"2007"	"2007"	16	405715	Unreliable	Unreliable	0.0%
	"Mobile County, AL"	"01097"	"2008"	"2008"	37	409196	9.0	9.4	0.0%
	"Mobile County, AL"	"01097"	"2009"	"2009"	36	411994	8.7	9.0	0.0%
	"Mobile County, AL"	"01097"	"2010"	"2010"	31	412992	7.5	7.6	0.0%
	"Mobile County, AL"	"01097"	"2011"	"2011"	34	412577	8.2	8.2	0.0%
	"Mobile County, AL"	"01097"	"2012"	"2012"	36	413936	8.7	8.5	0.0%
	"Mobile County, AL"	"01097"	"2013"	"2013"	25	414079	6.0	6.0	0.0%
	"Mobile County, AL"	"01097"	"2014"	"2014"	27	415123	6.5	6.4	0.0%
	"Mobile County, AL"	"01097"	"2015"	"2015"	36	415395	8.7	7.9	0.0%
	"Mobile County, AL"	"01097"	"2016"	"2016"	42	414836	10.1	9.3	0.0%
	"Mobile County, AL"	"01097"	"2017"	"2017"	38	413955	9.2	7.9	0.0%
	"Mobile County, AL"	"01097"	"2018"	"2018"	36	413757	8.7	7.6	0.0%
	"Mobile County, AL"	"01097"	"2019"	"2019"	42	413210	10.2	8.4	0.0%
	"Mobile County, AL"	"01097"	"2020 "	"2020"	58	412716	14.1	11.6	0.0%
	"Montgomery County, AL"	"01101"	"1999"	"1999"	12	223548	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2000"	"2000"	12	223510	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2001"	"2001"	14	223048	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2002"	"2002"	19	223185	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2003"	"2003"	11	222680	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2004"	"2004"	18	223002	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2005"	"2005"	23	223608	10.3	11.2	0.0%
	"Montgomery County, AL"	"01101"	"2006"	"2006"	14	227291	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2007"	"2007"	16	227888	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2010"	"2010"	17	229363	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2011"	"2011"	17	232032	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2013"	"2013"	21	226659	9.3	9.8	0.0%
	"Montgomery County, AL"	"01101"	"2014"	"2014"	20	226189	8.8	8.3	0.0%
	"Montgomery County, AL"	"01101"	"2015"	"2015"	15	226519	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2016"	"2016"	20	226349	8.8	8.6	0.0%
	"Montgomery County, AL"	"01101"	"2017"	"2017"	24	226646	10.6	9.6	0.0%
	"Montgomery County, AL"	"01101"	"2018"	"2018"	15	225763	Unreliable	Unreliable	0.0%
	"Montgomery County, AL"	"01101"	"2019"	"2019"	22	226486	9.7	8.5	0.0%
	"Montgomery County, AL"	"01101"	"2020 "	"2020"	43	224639	19.1	16.6	0.0%
	"Morgan County, AL"	"01103"	"2003"	"2003"	12	112898	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2012"	"2012"	14	120395	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2014"	"2014"	14	119607	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2015"	"2015"	11	119565	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2016"	"2016"	15	119012	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2017"	"2017"	14	118818	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2018"	"2018"	11	119089	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2019"	"2019"	14	119679	Unreliable	Unreliable	0.0%
	"Morgan County, AL"	"01103"	"2020 "	"2020"	11	119883	Unreliable	Unreliable	0.0%
	"St. Clair County, AL"	"01115"	"2012"	"2012"	12	85237	Unreliable	Unreliable	0.0%
	"St. Clair County, AL"	"01115"	"2018"	"2018"	13	88690	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2005"	"2005"	10	171691	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2008"	"2008"	12	188534	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2009"	"2009"	13	192708	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2010"	"2010"	12	195085	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2011"	"2011"	15	197936	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2012"	"2012"	13	200941	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2013"	"2013"	16	204180	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2014"	"2014"	25	206655	12.1	13.1	0.0%
	"Shelby County, AL"	"01117"	"2015"	"2015"	14	208713	Unreliable	Unreliable	0.0%
	"Shelby County, AL"	"01117"	"2016"	"2016"	20	210622	9.5	9.7	0.0%
	"Shelby County, AL"	"01117"	"2017"	"2017"	21	213605	9.8	9.9	0.0%
	"Shelby County, AL"	"01117"	"2018"	"2018"	25	215707	11.6	11.5	0.0%
	"Shelby County, AL"	"01117"	"2019"	"2019"	32	217702	14.7	12.4	0.0%
	"Shelby County, AL"	"01117"	"2020 "	"2020"	31	221428	14.0	11.9	0.0%
	"Talladega County, AL"	"01121"	"2013"	"2013"	10	81096	Unreliable	Unreliable	0.0%
	"Talladega County, AL"	"01121"	"2014"	"2014"	12	81322	Unreliable	Unreliable	0.0%
	"Talladega County, AL"	"01121"	"2017"	"2017"	10	80065	Unreliable	Unreliable	0.0%
	"Talladega County, AL"	"01121"	"2018"	"2018"	19	79828	Unreliable	Unreliable	0.0%
	"Talladega County, AL"	"01121"	"2019"	"2019"	15	79978	Unreliable	Unreliable	0.0%
	"Talladega County, AL"	"01121"	"2020 "	"2020"	12	79985	Unreliable	Unreliable	0.0%
	"Tallapoosa County, AL"	"01123"	"2020 "	"2020"	12	40133	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2006"	"2006"	13	181383	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2007"	"2007"	13	184350	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2008"	"2008"	14	188093	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2009"	"2009"	10	192792	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2012"	"2012"	10	198596	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2014"	"2014"	18	202212	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2015"	"2015"	21	203976	10.3	12.4	0.0%
	"Tuscaloosa County, AL"	"01125"	"2016"	"2016"	10	206102	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2017"	"2017"	15	207811	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	23	208911	11.0	11.5	0.0%
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	17	209355	Unreliable	Unreliable	0.0%
	"Tuscaloosa County, AL"	"01125"	"2020 "	"2020"	26	210758	12.3	12.6	0.0%
	"Walker County, AL"	"01127"	"2015"	"2015"	12	65294	Unreliable	Unreliable	0.0%
	"Walker County, AL"	"01127"	"2017"	"2017"	15	64058	Unreliable	Unreliable	0.0%
	"Walker County, AL"	"01127"	"2018"	"2018"	12	63711	Unreliable	Unreliable	0.0%
	"Walker County, AL"	"01127"	"2020 "	"2020"	17	63143	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2005"	"2005"	10	276494	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2010"	"2010"	15	291826	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2011"	"2011"	14	295570	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2012"	"2012"	19	298610	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2013"	"2013"	15	300950	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2015"	"2015"	10	298695	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2016"	"2016"	11	298192	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2017"	"2017"	17	294356	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	19	291538	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	11	288000	Unreliable	Unreliable	0.0%
	"Anchorage Borough, AK"	"02020"	"2020 "	"2020"	18	287095	Unreliable	Unreliable	0.0%
	"Apache County, AZ"	"04001"	"2019"	"2019"	11	71887	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2001"	"2001"	13	118798	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2006"	"2006"	11	127241	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2008"	"2008"	11	129023	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2009"	"2009"	11	130081	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2010"	"2010"	10	131346	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2013"	"2013"	16	129473	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2014"	"2014"	11	127448	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2016"	"2016"	12	125770	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2017"	"2017"	16	124756	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2018"	"2018"	22	126770	17.4	10.7	0.0%
	"Cochise County, AZ"	"04003"	"2019"	"2019"	17	125922	Unreliable	Unreliable	0.0%
	"Cochise County, AZ"	"04003"	"2020 "	"2020"	16	127450	Unreliable	Unreliable	0.0%
	"Coconino County, AZ"	"04005"	"2006"	"2006"	11	128695	Unreliable	Unreliable	0.0%
	"Coconino County, AZ"	"04005"	"2014"	"2014"	14	137682	Unreliable	Unreliable	0.0%
	"Coconino County, AZ"	"04005"	"2017"	"2017"	19	140776	Unreliable	Unreliable	0.0%
	"Coconino County, AZ"	"04005"	"2018"	"2018"	10	142854	Unreliable	Unreliable	0.0%
	"Coconino County, AZ"	"04005"	"2019"	"2019"	13	143476	Unreliable	Unreliable	0.0%
	"Coconino County, AZ"	"04005"	"2020 "	"2020"	15	142481	Unreliable	Unreliable	0.0%
	"Gila County, AZ"	"04007"	"2008"	"2008"	10	53437	Unreliable	Unreliable	0.0%
	"Gila County, AZ"	"04007"	"2015"	"2015"	11	53159	Unreliable	Unreliable	0.0%
	"Gila County, AZ"	"04007"	"2019"	"2019"	10	54018	Unreliable	Unreliable	0.0%
	"Gila County, AZ"	"04007"	"2020 "	"2020"	12	54303	Unreliable	Unreliable	0.0%
	"Maricopa County, AZ"	"04013"	"1999"	"1999"	218	3004985	7.3	8.1	0.0%
	"Maricopa County, AZ"	"04013"	"2000"	"2000"	215	3072149	7.0	7.7	0.0%
	"Maricopa County, AZ"	"04013"	"2001"	"2001"	222	3175989	7.0	7.8	0.0%
	"Maricopa County, AZ"	"04013"	"2002"	"2002"	231	3255388	7.1	7.9	0.0%
	"Maricopa County, AZ"	"04013"	"2003"	"2003"	243	3328468	7.3	8.1	0.0%
	"Maricopa County, AZ"	"04013"	"2004"	"2004"	225	3417860	6.6	7.4	0.0%
	"Maricopa County, AZ"	"04013"	"2005"	"2005"	292	3538988	8.3	9.2	0.1%
	"Maricopa County, AZ"	"04013"	"2006"	"2006"	271	3642884	7.4	8.3	0.1%
	"Maricopa County, AZ"	"04013"	"2007"	"2007"	254	3711954	6.8	7.6	0.0%
	"Maricopa County, AZ"	"04013"	"2008"	"2008"	275	3771061	7.3	8.1	0.1%
	"Maricopa County, AZ"	"04013"	"2009"	"2009"	255	3803779	6.7	7.2	0.0%
	"Maricopa County, AZ"	"04013"	"2010"	"2010"	270	3817117	7.1	7.5	0.1%
	"Maricopa County, AZ"	"04013"	"2011"	"2011"	314	3880244	8.1	8.4	0.1%
	"Maricopa County, AZ"	"04013"	"2012"	"2012"	322	3942169	8.2	8.2	0.1%
	"Maricopa County, AZ"	"04013"	"2013"	"2013"	328	4009412	8.2	8.0	0.1%
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	366	4087191	9.0	8.7	0.1%
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	414	4167947	9.9	9.3	0.1%
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	424	4242997	10.0	9.2	0.1%
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	456	4307033	10.6	9.7	0.1%
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	484	4410824	11.0	9.8	0.1%
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	454	4485414	10.1	8.9	0.1%
	"Maricopa County, AZ"	"04013"	"2020 "	"2020"	626	4579081	13.7	11.7	0.1%
	"Mohave County, AZ"	"04015"	"1999"	"1999"	17	150351	Unreliable	Unreliable	0.0%
